company_name,website,domain,city,state,phone,address,rating,review_count,google_verified,window_service,segment,also_does_auto_glass,primary_business,confidence,evidence,duplicate_domain,original_spreadsheet_tab
Crystalia Glass,https://crystaliaglass.com/,crystaliaglass.com,Farmers Branch,TX,+1 718-690-0258,"3214 Belt Line Rd Suite 458, Farmers Branch, TX 75234, United States",4.9,95,Yes,"Double glazing, glass installation, curtain walls and storefronts — designed and installed",Both,False,Architectural glazing systems designer/fabricator that also installs,high,"crystaliaglass.com/we-install/ — installs in 19 US states; service list: ""Double Glazing, Glass Block Installation, Glass Installation, Mirror Installation, Glass Partition, Sliding and Folding Glass Doors, Curtain Walls, Storefronts, Glass Balustrades and Railings.""",,Shower-Mirror-Glass
Dallas Glass and Mirror,https://www.dallasglassandmirror.net/,dallasglassandmirror.net,Dallas,TX,+1 469-737-5374,"11245 Goodnight Ln #19, Dallas, TX 75229, United States",4.9,472,Yes,"Window repair and replacement, 24-hour glass replacement, emergency board-up",Both,False,Family-owned glass and mirror company (third-generation glazier),high,"dallasglassandmirror.net/glass/ — ""Their services include window repair and replacement, glass shower enclosures, custom mirrors, glass railings, storefronts, and emergency board-up service.""",,Shower-Mirror-Glass
Daltex Glass & Aluminum Inc,https://daltexglass.com/,daltexglass.com,Farmers Branch,TX,+1 214-865-9961,"11419 Ferrell Dr #108, Farmers Branch, TX 75234, United States",4.4,49,Yes,"Supplies, fabricates and installs custom windows and storefronts",Both,False,"Glass, aluminum and window supplier/installer",high,"daltexglass.com — ""supplies, fabricates and installs custom glass, aluminum, mirrors, storefronts, shower enclosures and glazing services across Dallas-Fort Worth""; services: ""custom windows, doors, shower glass, mirrors & storefronts"".",,Shower-Mirror-Glass
Discount Glass Texas,http://discountglasstexas.com/,discountglasstexas.com,Dallas,TX,+1 972-900-8748,"11063 Dennis Rd, Dallas, TX 75229, United States",4.9,1497,Yes,"Window replacement and repair, storefront windows, commercial glass across Dallas/Carrollton",Both,False,Window replacement and repair / commercial glass contractor,high,"Indexed page titles from own site: 'Storefront Windows - Discount Glass Texas Window Replacement & Repair' (discountglasstexas.com/storefront-windows/), 'Commercial Glass Carrollton - Discount Glass Texas Window Replacement & Repair', 'Commercial Glass Dallas: Elevate Your Space Today!'",,Shower-Mirror-Glass
Eagles glass inc,http://www.eaglesglassinc.com/,eaglesglassinc.com,Dallas,TX,+1 214-447-8919,"11105 Shady Trail Ste 122, Dallas, TX 75229, United States",,,Yes,Window glass and storefront glass replacement; residential and commercial glass installation,Both,False,"Commercial glass and glazing contractor (storefront, curtain wall, partitions)",high,"eaglesglassinc.com/storefront-and-curtain-wall page; services described as ""storefront glass replacement, window glass, residential and commercial construction, mirrors installation, caulking services, and commercial glass & aluminum installations"".",,Shower-Mirror-Glass
Excelsior Glass and Mirror LLC,http://excelsiorglass.co/,excelsiorglass.co,,,+1 214-622-3021,,4.4,20,Yes,Residential window installation and window repair/replacement; commercial storefronts,Both,False,"Glass installation company (windows, showers, mirrors, storefronts)",high,"excelsiorglass.co homepage is titled ""Window Installation""; ""residential window installation and solar screens, custom glass shower enclosures, commercial storefronts""; service list includes ""window installation, glass repair, mirror repair, window repair, and replacements"".",,Shower-Mirror-Glass
Gibraltar Glass,https://gibraltarglass.com/,gibraltarglass.com,Garland,TX,+1 972-271-7333,"3933 Leon Rd #307, Garland, TX 75041, United States",4.2,5,Yes,Window replacement alongside commercial glazing work,Commercial,False,Commercial glass and glazing contractor (tenant finish-out),medium,"Listings for Gibraltar Glass Inc: ""main lines of business include Glass & Glazing Contractors"" and ""they appear to offer window replacement service in addition to their commercial glass work""; structural/non-structural glass installs, Herculite doors, conference room glazing.",,Shower-Mirror-Glass
Glasshouse,http://glasshouseproducts.com/?utm_source=google&utm_medium=Yext,glasshouseproducts.com,Dallas,TX,+1 214-761-1100,"4811 Lakawana St, Dallas, TX 75247, United States",4.3,6,Yes,Produces and installs custom windows and storefront glass,Both,False,High-end custom glass and mirror fabricator/installer,high,"glasshouseproducts.com/services/ (""Residential & Commercial Glass in Central Texas"") — ""Specializing in custom showers, railings, storefronts, doors, windows, and mirrors, Glasshouse produces and installs glass solutions""; also Storefront Glass and Architectural Glass in product list.",,Shower-Mirror-Glass
Glassworks Texas,https://glassworkstexas.com/,glassworkstexas.com,,,+1 214-281-0052,,5.0,8,Yes,Residential window replacement; commercial storefront and window systems,Both,False,Residential and commercial glass installation/replacement company,high,"glassworkstexas.com/our-services/ — residential list begins ""window replacement, patio & bi-fold doors...""; dedicated page /storefronts-window-systems/ for aluminum/steel/glass storefront and window systems.",,Shower-Mirror-Glass
iDEAL GLASS DFW,http://idealglassdfw.com/,idealglassdfw.com,,,+1 469-745-2626,,4.4,7,Yes,Insulated glass units and aluminum storefront glazing,Both,False,"Glass shop — shower enclosures, mirrors, storefronts, insulated glass",medium,"idealglassdfw.com/services/ — ""Ideal Glass DFW specializes in aluminum storefronts, mirrors, shower enclosures, glass railings and insulated glass."" Insulated glass and storefront glazing qualify; shower/mirror work is the bulk of the business.",,Shower-Mirror-Glass
Imperial Glass Texas LLC,https://www.imperialglasstx.com/,imperialglasstx.com,Dallas,TX,+1 214-613-5104,"10869 Shady Trail Ste 160, Dallas, TX 75220, United States",4.6,135,Yes,"Residential and commercial window glass replacement and whole-window replacement meeting city code; also storefront glass, shower doors, mirrors, railings",Both,False,Glass shop (shower/mirror/glass) that also does window installation and replacement,high,"Own site page title: 'Glass Window Installation & Replacement Metroplex' at imperialglasstx.com/windows/; site text: 'residential whole windows and glass replacement, and their window replacement meets city code requirements'",,Shower-Mirror-Glass
LUXOR Mirrors & Glass,https://instagram.com/luxor__glass?igshid=1p65kgn2hjaad,instagram.com,,,,"Dallas, TX 75207, United States",4.7,33,Yes,"Window installation in and around Dallas; products include low-e windows, tempered glass, aluminum window products; also shower glass and mirrors",Residential,False,Mirror and glass shop (shower glass) that also installs windows,medium,"Listing/profile text: 'LUXOR Mirrors & Glass offers shower glass installation and window installation in and around Dallas, TX' and product list including 'low-e windows' and 'aluminum window products'; categorized as a 'Doors & Windows' business (local.yahoo.com/info-209839631-luxor-mirrors-glass-dallas)",,Shower-Mirror-Glass
Montgomery Glass LLC,http://montgomeryglassllc.com/,montgomeryglassllc.com,,,+1 682-715-2323,,5.0,16,Yes,Repairs cracked and foggy window panes (IGU) alongside custom glass work,Both,False,"Custom glass installer — frameless showers, partitions, tabletops",medium,"montgomeryglassllc.com — ""custom glass installation, including frameless shower doors, glass partitions, and tabletops... They also handle repairs for cracked or foggy panes.""",,Shower-Mirror-Glass
Oak Cliff Mirror & Glass Company,http://glassnajiffy.com/,glassnajiffy.com,Dallas,TX,+1 214-747-4875,"2202 N Beckley Ave, Dallas, TX 75208, United States",3.9,91,Yes,Installs glass windowalls/curtainwalls and aluminum storefronts; cut-to-size glass,Both,False,Glass fabrication and installation company (est. 1932),high,"glassnajiffy.com/residential/ and /about-us/ — ""they cut glass to size, sell framed mirrors, install shower doors, install aluminum storefronts, and glass windowalls/curtainwalls perfect for any residential or commercial application.""",,Shower-Mirror-Glass
Omega Glass & Mirror Co,http://omegaglassdallas.com/,omegaglassdallas.com,Dallas,TX,+1 214-821-8283,"6212 Mercedes Ave, Dallas, TX 75214, United States",4.7,37,Yes,"Windows, plate glass and insulated glass supply and installation; storefronts",Both,False,Full-service residential and commercial glass company (est. 1990),high,"omegaglassdallas.com — ""full service residential and commercial glass company offering Windows & Plate Glass, Insulated Glass, Bevel & Glass Tops, Store Fronts, Mirrors, Commercial Door Repair, and Tempered Safety Glass""; Google review: ""he came on time and did the window repair fast"".",,Shower-Mirror-Glass
Ranger Glass and Mirror,http://www.rangerglassandmirror.shop/,rangerglassandmirror.shop,,,+1 903-423-0536,,4.3,6,Yes,"Window installation, window glass repair and replacement",Both,False,Full-service glass and mirror shop (est. 2000),high,"rangerglassandmirror.shop listings — ""full service glass and mirror shop offering residential and commercial services including shower doors, windows, mirrors, storefronts, cabinet glass, and table tops""; services include ""windows installation... glass and window repair services... glass and window replacement services"".",,Shower-Mirror-Glass
Super Glass Llc,http://www.superglassllc.com/,superglassllc.com,,,+1 214-624-4623,,4.0,,Yes,Window glass installation/replacement and new windows,Residential,False,"Glass installation company (Balch Springs, TX)",medium,"HomeAdvisor profile for Super Glass, LLC, 2816 Hickory Tree Road, Balch Springs TX: ""offers Window Glass Installation or Replacement Service, Mirrors Installation and Replacement, New Windows Service"". Note: distinct from the unrelated SuperGlass windshield-repair franchise.",,Shower-Mirror-Glass
Texas Pride Mirror & Glass LLC,https://texaspridemirrornglass.com/,texaspridemirrornglass.com,,,+1 214-281-6638,,5.0,11,Yes,"Window replacement, window installation and window leak repair",Both,False,"Glass, mirror and window contractor",high,"Listings for texaspridemirrornglass.com — ""offers quality window installation services in Dallas, TX""; services: ""door replacement, door repair, frameless showers, caulking repair and replacement, window replacement, window installation service, and window leak repair"". Google review mentions a dog breaking a window.",,Shower-Mirror-Glass
Acme Glass and Tinting,https://911window.com/,911window.com,,,+1 972-677-7172,,4.5,49,Yes,Replacement windows and sliding doors; fogged and broken window glass repair (5-yr seal-failure warranty),Both,False,Window replacement and glass repair company that also does building window tinting,high,"911window.com/about/ — ""provides fogged and broken glass repair as well as solar screens, window tinting, and replacement windows and sliding doors for both residential and commercial customers""; explicitly ""do not tint vehicle glass"". Google review: ""Had an issue with a double hung window and Acme came out next day"".",,Tint-Film
AmeriTint Window Specialists,https://ameritint.com/,ameritint.com,,,+1 972-243-8468,,4.8,52,Yes,"Vinyl replacement windows, retrofit windows, double-pane/foggy glass replacement",Both,False,Replacement window installer that also does window film/tinting,high,"Dedicated pages ameritint.com/vinyl-replacement-windows-coppell-highland-village-lewisville-plano-tx/, /retrofit-windows/, /energy-efficient-windows/, /double-pane-glass-foggy-glass/. Google review: ""If you are looking for great windows at a reasonable price, look no further than AmeriTint"".",,Tint-Film
Dallas Window Butler,http://dallaswindowbutler.com/,dallaswindowbutler.com,,,+1 469-640-8551,,4.8,21,Yes,"Vinyl replacement window sales & installation, glass replacement, foggy/IGU repair, weatherproofing; also doors",Residential,False,Residential window replacement and glass repair contractor,high,"dallaswindowbutler.com 'Best Window Replacement Company'; pages /windows, /doors, /services/foggy-window-repair; 'vinyl window sales & installation, glass replacement ... window weatherproofing'",,Window Cleaning
Dallas Door Designs,https://www.dallasdoorservices.com/,dallasdoorservices.com,Dallas,TX,+1 214-973-0373,"11239 Leo Ln, Dallas, TX 75229, United States",4.5,101,Yes,Sells and installs windows alongside doors (sliding glass doors & windows); door and window replacement/installation,Residential,False,Custom door sales/installation and remodeling (now trading as Your New Door),medium,dallasdoorservices.com/plano/ page titled 'Plano Doors & Windows'; services listed as 'custom doors ... sliding glass doors & windows'; search summary: 'door and window replacement and installation services in the Plano area',,Door-Only
DfwGlassPros,https://www.dfwglasspros.com/,dfwglasspros.com,Grand Prairie,TX,+1 214-524-8405,"1965 Courtside Dr, Grand Prairie, TX 75051, United States",5.0,3,Yes,"Window installation and replacement (new installs, repairs, upgrades, energy-efficient windows) plus glass work",Both,False,Residential and commercial glass/window installation,high,dfwglasspros.com/about-us — 'committed to providing the highest quality window installation services to residential and commercial clients ... from new installations to repairs and upgrades'; energy efficient windows,,Door-Only
Door & Frame Solutions LLC,https://doorframesolutions.com/,doorframesolutions.com,Dallas,TX,+1 214-628-5028,"2627 Brenner Dr, Dallas, TX 75220, United States",4.6,63,Yes,"Aluminum storefront framing, windows and glazing for new construction and remodel, installation available",Commercial,False,"Commercial door, frame, hardware and aluminum storefront supplier/installer",medium,"doorframesolutions.com/aluminum-storefront — 'aluminum doors and frames for exterior storefront and interior openings ... with glass and glazing along with installation available for both remodel and new construction'; product list includes 'aluminum interior frames, doors and windows' and 'window panes'",,Door-Only
Green Mainland,https://www.greenmainland.com/,greenmainland.com,Dallas,TX,+1 945-351-7511,"2158 W Northwest Hwy Ste 407, Dallas, TX 75220, United States",5.0,38,Yes,"Sells and installs European-style aluminum windows (casement, tilt-turn, pivot, hopper, bifold, fixed) plus full-house glazing",Residential,False,Luxury windows and doors dealer/installer,high,"greenmainland.com 'Luxury Windows & Doors Dallas Texas' and /fixed-windows page — 'high-end aluminum windows, luxury entry doors, sliding glass systems ... full-house glazing solutions'; 'Installation services are offered only for Green Mainland products'",,Door-Only
Love That Door,https://www.lovethatdoor.com/?utm_campaign=gmbdallas,lovethatdoor.com,Dallas,TX,+1 214-891-3003,"1322 Round Table Dr, Dallas, TX 75247, United States",5.0,95,Yes,"Aluminum windows (design, manufacture and installation) alongside iron/aluminum doors and curtain walls",Both,False,"Custom wrought iron and aluminum doors, gates and railings",medium,"lovethatdoor.com — 'design, manufacturing, and installation of custom wrought iron doors, gates, and railings, as well as aluminum windows and doors'; service list includes 'Aluminum Windows ... Curtain Walls'",,Door-Only
Metroplex Door Repair LLC,http://metroplexdoorrepair.llc/,metroplexdoorrepair.llc,Dallas,TX,+1 469-328-6628,"6611 Lockheed Ave, Dallas, TX 75209, United States",4.6,36,Yes,"Commercial and residential glass installation/replacement including windows, storefront glass, partitions and facades",Both,False,Commercial glass and door installation/repair,high,"metroplexdoorrepairllc.com/services/ — 'Commercial Glass Services: complete glass solutions ... including windows, doors, partitions and facades with installations and replacements'; 'Storefront Glass Installation'; 'Residential Glass Services'",,Door-Only
Panoramic Doors,https://panoramicdoors.com/,panoramicdoors.com,Fort Worth,TX,+1 817-952-3500,"15050 Frye Rd, Fort Worth, TX 76155, United States",4.5,138,Yes,"Manufactures and sells panoramic wide-panel windows and glass wall systems for homes and businesses, sold direct to end customers",Both,False,Manufacturer of slide-pivot-stack glass wall door systems (and matching windows),medium,"panoramicdoors.com/panoramic-windows/ 'Panoramic Windows for Homes & Businesses' — 'luxury wide-panel designs'; BBB/category listing includes 'replacement windows, window manufacturers'. Note: they manufacture and sell direct; installation appears to be by the customer's own installers",,Door-Only
Sliding Door Repair Dallas,https://slidingdoorsrepairdallas.com/,slidingdoorsrepairdallas.com,Dallas,TX,+1 346-353-2018,"7315 Gaston Ave, Dallas, TX 75214, United States",5.0,7,Yes,Window installation and broken-glass repair alongside sliding/patio door repair and glass door replacement,Residential,False,"Sliding door, window and glass repair/installation",medium,"slidingdoorsrepairdallas.com — 'the leading sliding door, window, and glass repair and installation company in Dallas'; services list includes 'broken glass repair services ... glass door replacement ... window installation'",,Door-Only
Star Glass Aluminum,https://starglassaluminum.com/,starglassaluminum.com,Dallas,TX,+1 972-464-6007,"11111 Ables Ln #124, Dallas, TX 75229, United States",4.9,126,Yes,"Residential and commercial window glass installation and repair, storefront glass and curtain-type systems",Both,False,"Glass and aluminum design, fabrication and installation",high,"starglassaluminum.com/residential-glass-installation-repair-dallas-tx/ — 'residential glass services for homes, remodels and repairs, from windows and mirrors to doors'; /storefront-glass-door-installation-dallas-tx/ and /commercial-glass-installation-repair-dallas-tx/",,Door-Only
"Texas Door & Trim, Inc.",http://www.tdt-inc.com/,tdt-inc.com,Dallas,TX,+1 214-342-9393,"11220 Petal St, Dallas, TX 75238, United States",2.8,24,,"Sells Andersen/Parrett/Eagle/Atrium/Velux windows with a full-time window specialist, and offers on-site window installation, staging, screen and tune services",Both,False,"Door, window and custom millwork supplier to builders, contractors and architects",medium,"tdt-inc.com/services/ — 'on-site installation support and expert tuning services. Installation services include staging services, installation training, installation, and screen and tune services for windows'; product line 'entry doors, interior doors, windows, scenic doors ... all types of windows from fibrex to ... aluminum-clad or vinyl-clad'",,Door-Only
The Glass Guy Glass Repair,https://www.theglassguytx.com/,theglassguytx.com,,,+1 682-216-5638,,5.0,179,Yes,"Window and door glass replacement, double-pane/IGU glass, emergency glass repair, solar screens",Residential,False,Residential window and glass replacement/repair,high,"theglassguytx.com/services/ 'Window & Glass Replacement Services in DFW' — 'expert window and door replacement, custom glass installations and repairs ... Double pane glass services'",YES,Door-Only
The Glass Guy Tx,https://www.theglassguytx.com/,theglassguytx.com,,,+1 682-216-5638,,,,Yes,"Window and door glass replacement, double-pane/IGU glass, emergency glass repair, solar screens (same business as ID 415)",Residential,False,Residential window and glass replacement/repair,high,"theglassguytx.com/services/ 'Window & Glass Replacement Services in DFW' — 'expert window and door replacement, custom glass installations and repairs'. Duplicate listing of ID 415 (same domain and phone)",YES,Door-Only
Universal Door Repair,https://universaldoorrepair.co/,universaldoorrepair.co,Dallas,TX,+1 214-529-3594,"4001 N Westmoreland Rd, Dallas, TX 75212, United States",5.0,,Yes,Aluminum & glass storefront repair and glass replacement on commercial buildings,Commercial,False,"Commercial door repair and installation (storefronts, automatic doors)",medium,"universaldoorrepair.co/about/ — 'specializes in repairing aluminum & glass storefronts, automatic doors, steel and wood door and door frames'; services listed include 'glass replacement'. Google review: 'Repaired a store front glass door'",,Door-Only
Vortex Doors,https://www.vortexdoors.com/,vortexdoors.com,Carrollton,TX,+1 214-420-0518,"2210 Hutton Dr #103, Carrollton, TX 75006, United States",5.0,931,Yes,Commercial glass entrance/storefront systems plus window repair and replacement and board-ups/glass replacement,Commercial,False,National commercial and industrial door repair/service company,medium,"vortexdoors.com/commercial-doors-services/entrance-swinging-doors/glass-entrance-doors — 'specialized repair, maintenance, and installation for commercial glass entrance doors and storefront systems. The team also handles window repair and replacement'; service list includes 'Board Ups and Glass Replacement'",,Door-Only
Bluesky Building Supplies LLC,https://www.blueskysupplies.net/,blueskysupplies.net,Dallas,TX,+1 469-451-9521,"11720 Chairman Dr #108, Dallas, TX 75243, United States",4.7,87,Yes,Supplies custom-size windows and doors and provides window installation service,Both,False,Windows and doors building-supply company,medium,"Business listings for Bluesky Building Supplies LLC (11720 Chairman Dr #108, contact@blueskysupplies.net): 'building supply company ... specializing in windows and doors ... custom size windows and doors ... They provide window installation service as part of their offerings'. Google review: 'We ordered 19 windows...'",,Suppliers-Manufacturers
Builders Surplus Yeehaa,https://builderssurplusyeehaa.com/locations/garland/?utm_source=GBP,builderssurplusyeehaa.com,Garland,TX,+1 972-926-0100,"2610 W Miller Rd, Garland, TX 75041, United States",4.9,3776,Yes,Retails new vinyl/stock replacement windows to homeowners and arranges installation through local partners (~$150-400 per window),Residential,False,"Discount building-materials retailer (doors, windows, cabinets, flooring)",low,"builderssurplusyeehaa.com/windows/surplus-windows/surplus-windows-dallas/ and /product-category/windows/stock/ 'Vinyl Windows - Weather Resistant'; 'Installation is available through local partners, which ranges between $150 and $400 per window'. Note: installation is subcontracted, not in-house",,Suppliers-Manufacturers
Solara Custom Living - Showroom,https://solaracustomliving.com/,solaracustomliving.com,Dallas,TX,+1 214-744-9900,"142 Howell St, Dallas, TX 75207, United States",4.7,30,Yes,"Custom steel/iron and thermally broken aluminium windows and doors, made to order and installed for end customers",Both,False,"Custom iron/steel door, window, railing and lighting manufacturer with Dallas Design District showroom",medium,"solaracustomliving.com/custom-doors - 'manufacturer of custom iron doors, windows, railings, and lighting'; services listed include Steel Windows and Iron Windows; 'best lines for European thermally broken steel and aluminum doors and windows'. Google review: 'Aluminum window and doors. Steel doors and windows... They stand behind their work and did all installation in timely manner.' Manufacturer that also installs = YES.",,Suppliers-Manufacturers
The Glass People,https://www.qualityinsulatedglass.com/,qualityinsulatedglass.com,Dallas,TX,+1 972-677-7598,"10762 N Stemmons Fwy, Dallas, TX 75220, United States",4.5,59,Yes,Insulated glass (IGU) and custom glass design and installation for homes and buildings; residential and commercial glass,Both,False,Glass company / insulated glass fabricator and installer (dba Quality Insulated Glass and Service),high,"'residential and commercial glass, insulated glass design and installation, custom glass design and installation' - qualityinsulatedglass.com/insulated-glass; chamberofcommerce.com lists The Glass People under 'window installation service'.",,Suppliers-Manufacturers
XLR8 Industries LLC,https://xlr8ind.com/,xlr8ind.com,Dallas,TX,+1 214-457-2814,"W Kiest Blvd, Dallas, TX 75236, United States",5.0,5,Yes,"Window glass replacement, broken/cracked glass panel repair, sliding glass door repair, commercial glass repair, emergency board-up",Both,False,Glass repair and replacement plus smart privacy film / frameless showers,high,"xlr8industries.com/glass-repair-dallas - 'fast, reliable glass repair and replacement for residential and commercial properties in Dallas, TX. Common services include window glass replacement, sliding glass door repair, broken or cracked glass panels, and commercial glass repair.' Contact e-mail support@xlr8ind.com and phone 214-457-2814 match the listing.",,Suppliers-Manufacturers
Ace Handyman Services Dallas,https://www.acehandymanservices.com/offices/dallas?utm_source=google&utm_medium=gbp,acehandymanservices.com,Dallas,TX,+1 214-831-2509,"8350 N Central Expy Ste 1900, Dallas, TX 75206, United States",4.9,770,Yes,Window replacements and adjustments listed under installation services,Residential,False,Handyman / home repair and installation franchise,medium,"acehandymanservices.com/services/installation - 'expert installation for doors, windows, appliances and more'; installation list includes 'window replacements and adjustments for improved comfort and energy efficiency'.",,General Contractors
Autograph Construction,https://autographconstruction.com/,autographconstruction.com,,,+1 214-210-0202,"Dallas, TX 75372, United States",4.8,145,Yes,"Window installation listed as a service alongside roofing, siding, gutters and patio covers",Both,False,"General and roofing contractor (DFW, 22 years)",high,"Service list on autographconstruction.com / HomeAdvisor profile includes 'Roof Replacement, and Window Installation'; site also offers 'Gutters, Windows, Siding, Patio Covers, and Garages'.",,General Contractors
Azul Home Remodeling,https://azulhomeremodeling.com/,azulhomeremodeling.com,Dallas,TX,+1 214-991-5600,"8117 Preston Rd, Dallas, TX 75225, United States",4.9,110,Yes,Energy-efficient window replacements as part of exterior improvements,Residential,False,"Home remodeling contractor (kitchens, baths, additions)",medium,"azulhomeremodeling.com/services - 'the team tackles exterior improvements such as new entry doors, siding refreshes, and energy-minded window replacements.'",,General Contractors
Blake Construction Blake Construction,http://www.blake-construction.com/contact-us/,blake-construction.com,Dallas,TX,+1 214-563-5035,"100 S Glasgow Dr, Dallas, TX 75214, United States",5.0,5017,Yes,Replacement windows as a listed remodeling service,Residential,False,Custom home builder / full-service remodeler,medium,"blake-construction.com/services - 'full service remodeling services including kitchens, baths, additions, replacement windows and hardie siding.'",,General Contractors
Complete Home Remodel & Renovation,https://www.completehomerr.com/,completehomerr.com,,,+1 469-476-2131,,4.9,14,Yes,"Window installation and window replacement; exterior renovations covering siding, windows and doors",Residential,False,Full-service remodeling and general contracting,high,"completehomerr.com/remodeling-services - 'their services include window installation and window replacement, along with... roofing, siding installation'; 'exterior renovations that include siding, windows, and doors'.",,General Contractors
D & K Contracting,https://dkcontracting.pro/,dkcontracting.pro,Dallas,TX,+1 469-964-3653,"10029 Cayuga Dr, Dallas, TX 75228, United States",5.0,38,Yes,Window replacement listed among services,Both,False,Residential and commercial roofing contractor,high,"dkcontracting.pro/services - services include 'gutter installation, custom metal work, kitchen & bathroom remodels, fence building, window replacement, and pergola polymer covers.'",,General Contractors
DFW Residential P Remodeling,https://dfwresidentialremodeling.com/,dfwresidentialremodeling.com,,,+1 469-359-3851,,5.0,19,Yes,Windows & Doors is a listed service category; installs replacement windows,Residential,False,Residential remodeling and construction,high,"dfwresidentialremodeling.com - 'The company offers Windows & Doors services along with... Kitchens, Bathrooms, Carpentry, House Additions'; 'DFW Residential recently installed windows in homes'. Supported by Google review: 'this pic is the biggest window. They did all the windows in my house!'",,General Contractors
EcoStar Remodeling & Construction,https://ecosremodeling.com/,ecosremodeling.com,Dallas,TX,+1 866-227-1298,"13140 Coit Rd Ste 340, Dallas, TX 75240, United States",4.6,323,Yes,Window installation; 'raise the value and comfort of your home with new windows',Residential,False,Full-service home remodeling and construction,high,"ecosremodeling.com/services - 'a full suite of services, including kitchen remodeling, bathroom remodeling, roofing, landscaping, driveways, window installation, painting and more.'",,General Contractors
Eric's Home Renovations,http://ericshomerenovation.com/,ericshomerenovation.com,,,+1 682-318-4710,,4.9,96,Yes,Door and window replacements,Both,False,Residential and commercial remodeling / general contracting,medium,ericshomerenovation.com/home-improvement-services-in-texas - 'The company offers door and window replacements along with a broader range of services.',,General Contractors
EVOLVE RESTORATION,http://www.evolveconstruction.com/,evolveconstruction.com,,,+1 469-949-4997,,5.0,5,Yes,Windows and doors is one of six remodeling categories in their retail home-improvement division,Both,False,Roofing contractor and storm/insurance restoration,medium,"einpresswire release + evolveconstruction.com - 'Evolve Retail Platform offers homeowners a complete interior and exterior remodeling service across six categories: kitchen remodels, bathroom remodels, roofing and siding, gutters, windows and doors, and pergola and outdoor living installations.'",,General Contractors
Exterior Restoration,https://www.exterior-restoration.co/,exterior-restoration.co,Farmers Branch,TX,+1 214-908-1212,"4201 Spring Valley Rd, Farmers Branch, TX 75244, United States",5.0,24,Yes,Window replacement; 'window & siding' is a headline service,Residential,False,"Exterior restoration contractor (siding, trim, soffit/fascia, painting)",high,"exterior-restoration.co - 'a Dallas exterior restoration company that offers siding, windows, exterior painting, trim, and soffit & fascia services... professional installation, repair, and restoration services for window replacement and siding installation.'",,General Contractors
Frontstar Construction LLC,https://frontstarco.com/,frontstarco.com,,,+1 469-213-6659,,5.0,67,Yes,Window replacements as part of exterior renovation,Residential,False,"Home remodeling and construction (kitchens, baths, roofing, exteriors)",high,"frontstarco.com/roofing-exterior-renovation-farmers-branch-tx - 'they handle a variety of exterior renovations, including siding installation, gutter systems, and window replacements.'",,General Contractors
Groovy House Handyman Services,http://www.groovyhouse.biz/,groovyhouse.biz,,,+1 214-733-2100,,5.0,5,Yes,"Vintage window and door repair, window repair with new trim, and window glass repair on houses (repair-focused rather than full replacement)",Residential,False,Handyman / carpentry and restoration on older homes,medium,"groovyhouse.biz/services.html - 'interior and exterior carpentry, restoration, construction, demolition, painting and repair, as well as vintage window and door repair'; listing also cites 'window repair, new trim, and glass repair without defaulting to full replacement'.",,General Contractors
H&H Remodeling,https://hh-remodeling.com/,hh-remodeling.com,,,+1 214-223-8258,,5.0,11,Yes,Window replacement (argon gas insulated windows); also installs custom solar screens,Both,False,Full-service remodeling and construction contractor,high,"hh-remodeling.com/remodeling-renovation-services-dallas - services include 'HVAC, electrical, plumbing, stucco, siding, bathrooms and kitchen remodels, brick work, drain systems, and window replacements'; separate page hh-remodeling.com/window-solar-screens-installation-dallas.",,General Contractors
Honest Abe's Construction,https://www.hacdfw.com/,hacdfw.com,Dallas,TX,+1 469-765-3311,"13727 Noel Rd #200, Dallas, TX 75240, United States",5.0,100,Yes,Window replacement in the greater Dallas area,Both,False,"Siding, fencing and roofing contractor (James Hardie installer)",high,"hacdfw.com - 'Windows: At Honest Abe's Construction, they provide expert window replacement in the greater Dallas area', alongside siding and asphalt shingle roofing.",,General Contractors
JCM Construction And Design,http://jcmconstruction.andersenwindowscertifiedcontractors.com/,jcmconstruction.andersenwindowscertifiedcontractors.com,Dallas,TX,+1 214-223-9151,"17250 Dallas Pkwy, Dallas, TX 75248, United States",5.0,507,Yes,"Window installation and replacement, plus service and repair of windows - Andersen certified contractor",Both,False,General contracting specialising in window and door installation,high,"Business listing for JCM Construction and Design, 17250 Dallas Pkwy, (214) 223-9151: 'The company specializes in General Contracting, Windows Installation, and Door Sales/Installation... they service and repair any door or window, especially Andersen windows and doors.' Site is hosted on Andersen's certified-contractor platform.",,General Contractors
Juno Construction,https://junoroof.com/,junoroof.com,,,+1 214-937-0333,,4.9,33,Yes,Window installation and window replacement,Both,False,"Commercial construction, roofing and fencing plus residential remodeling",high,"junoroof.com - 'they provide attic restoration, roof repair, roof replacement, siding installation, window installation, window replacement, and remodeling services.'",,General Contractors
MAGENTA Construction & Remodeling,https://magentabuilders.com/,magentabuilders.com,Dallas,TX,+1 469-616-1110,"3385 Townsend Dr, Dallas, TX 75229, United States",5.0,20,Yes,Window installation listed among services,Both,False,Residential and commercial general contracting and remodeling,high,"magentabuilders.com/general-contractor - services include 'full home remodeling, kitchen remodeling, bathroom remodeling, window installation, framing, interior and exterior painting... roofing, and pools.'",,General Contractors
