verdict,verification,company_name,website,domain,city,state,phone,address,rating,review_count,google_verified,window_service,segment,also_does_auto_glass,primary_business,confidence,evidence,duplicate_domain,original_spreadsheet_tab
YES,web-searched,D & K Contracting,https://dkcontracting.pro/,dkcontracting.pro,Dallas,TX,+1 469-964-3653,"10029 Cayuga Dr, Dallas, TX 75228, United States",5.0,38,Yes,Window replacement listed among services,Both,False,Residential and commercial roofing contractor,high,"dkcontracting.pro/services - services include 'gutter installation, custom metal work, kitchen & bathroom remodels, fence building, window replacement, and pergola polymer covers.'",,General Contractors
YES,web-searched,DFW Residential P Remodeling,https://dfwresidentialremodeling.com/,dfwresidentialremodeling.com,,,+1 469-359-3851,,5.0,19,Yes,Windows & Doors is a listed service category; installs replacement windows,Residential,False,Residential remodeling and construction,high,"dfwresidentialremodeling.com - 'The company offers Windows & Doors services along with... Kitchens, Bathrooms, Carpentry, House Additions'; 'DFW Residential recently installed windows in homes'. Supported by Google review: 'this pic is the biggest window. They did all the windows in my house!'",,General Contractors
NO,web-searched,DTX Handyman Services,https://www.dtxhandymanservices.com/,dtxhandymanservices.com,,,+1 972-813-9474,,4.8,81,Yes,,,False,Veteran-owned handyman / small home repair company,medium,"dtxhandymanservices.com/services - 'Window repair services include screen replacement, sash repair, and weather-stripping, and window treatment installation includes blinds, shades, and curtain rods.' Screens, weather-stripping and window coverings only - no window installation or replacement.",,General Contractors
YES,web-searched,EcoStar Remodeling & Construction,https://ecosremodeling.com/,ecosremodeling.com,Dallas,TX,+1 866-227-1298,"13140 Coit Rd Ste 340, Dallas, TX 75240, United States",4.6,323,Yes,Window installation; 'raise the value and comfort of your home with new windows',Residential,False,Full-service home remodeling and construction,high,"ecosremodeling.com/services - 'a full suite of services, including kitchen remodeling, bathroom remodeling, roofing, landscaping, driveways, window installation, painting and more.'",,General Contractors
NO,web-searched,Elite Handyman & Remodeling,http://elitehandymanremodeling.com/,elitehandymanremodeling.com,Cedar Hill,TX,+1 469-285-7939,"1431 Shields Ave, Cedar Hill, TX 75104, United States",4.8,110,Yes,,,False,"Handyman / general contracting (repairs, foundation work, painting, bath remodels)",medium,"Two searches returned only 'window caulking, window repair, and window screen installation services' for Elite Handyman & Remodeling (Cedar Hill) - no window installation or replacement found on their site or directory profiles. Google review mentions expanding a window into a sliding door, but that is not evidence of a window replacement service.",,General Contractors
YES,web-searched,Eric's Home Renovations,http://ericshomerenovation.com/,ericshomerenovation.com,,,+1 682-318-4710,,4.9,96,Yes,Door and window replacements,Both,False,Residential and commercial remodeling / general contracting,medium,ericshomerenovation.com/home-improvement-services-in-texas - 'The company offers door and window replacements along with a broader range of services.',,General Contractors
YES,web-searched,EVOLVE RESTORATION,http://www.evolveconstruction.com/,evolveconstruction.com,,,+1 469-949-4997,,5.0,5,Yes,Windows and doors is one of six remodeling categories in their retail home-improvement division,Both,False,Roofing contractor and storm/insurance restoration,medium,"einpresswire release + evolveconstruction.com - 'Evolve Retail Platform offers homeowners a complete interior and exterior remodeling service across six categories: kitchen remodels, bathroom remodels, roofing and siding, gutters, windows and doors, and pergola and outdoor living installations.'",,General Contractors
YES,web-searched,Exterior Restoration,https://www.exterior-restoration.co/,exterior-restoration.co,Farmers Branch,TX,+1 214-908-1212,"4201 Spring Valley Rd, Farmers Branch, TX 75244, United States",5.0,24,Yes,Window replacement; 'window & siding' is a headline service,Residential,False,"Exterior restoration contractor (siding, trim, soffit/fascia, painting)",high,"exterior-restoration.co - 'a Dallas exterior restoration company that offers siding, windows, exterior painting, trim, and soffit & fascia services... professional installation, repair, and restoration services for window replacement and siding installation.'",,General Contractors
NO,web-searched,Fbj construction,https://fbj-remodeling-llc.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,fbj-remodeling-llc.com,,,+1 214-861-7803,,5.0,13,Yes,,,False,"Luxury remodeling, custom builds and commercial construction",medium,"fbj-remodeling-llc.com - services listed are 'luxury home remodeling, custom home building, kitchen remodeling & cabinetry, bathroom remodeling & showers, home additions, outdoor living, decks & patios... sheetrock, texture, paint, flooring, concrete, framing, siding, and fencing'. No windows listed.",,General Contractors
YES,web-searched,Frontstar Construction LLC,https://frontstarco.com/,frontstarco.com,,,+1 469-213-6659,,5.0,67,Yes,Window replacements as part of exterior renovation,Residential,False,"Home remodeling and construction (kitchens, baths, roofing, exteriors)",high,"frontstarco.com/roofing-exterior-renovation-farmers-branch-tx - 'they handle a variety of exterior renovations, including siding installation, gutter systems, and window replacements.'",,General Contractors
NO,web-searched,Frymire Home Services,https://frymire.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Dallas-TX,frymire.com,Dallas,TX,+1 469-346-4999,"2818 Satsuma Dr, Dallas, TX 75229, United States",4.8,4728,Yes,,,False,HVAC and plumbing contractor,high,"frymire.com/about - 'For over 75 years, Frymire Home Services has delivered trusted HVAC and plumbing services across Dallas-Fort Worth... air conditioning, heating, indoor air quality, and plumbing.' No window work.",,General Contractors
YES,web-searched,Groovy House Handyman Services,http://www.groovyhouse.biz/,groovyhouse.biz,,,+1 214-733-2100,,5.0,5,Yes,"Vintage window and door repair, window repair with new trim, and window glass repair on houses (repair-focused rather than full replacement)",Residential,False,Handyman / carpentry and restoration on older homes,medium,"groovyhouse.biz/services.html - 'interior and exterior carpentry, restoration, construction, demolition, painting and repair, as well as vintage window and door repair'; listing also cites 'window repair, new trim, and glass repair without defaulting to full replacement'.",,General Contractors
YES,web-searched,H&H Remodeling,https://hh-remodeling.com/,hh-remodeling.com,,,+1 214-223-8258,,5.0,11,Yes,Window replacement (argon gas insulated windows); also installs custom solar screens,Both,False,Full-service remodeling and construction contractor,high,"hh-remodeling.com/remodeling-renovation-services-dallas - services include 'HVAC, electrical, plumbing, stucco, siding, bathrooms and kitchen remodels, brick work, drain systems, and window replacements'; separate page hh-remodeling.com/window-solar-screens-installation-dallas.",,General Contractors
UNCLEAR,web-searched,Handyman & Renovation Services Dallas,http://dallasrenovates.com/,dallasrenovates.com,,,+1 972-533-6062,,5.0,6,Yes,,,False,Handyman / renovation services (assumed from name; not verified),low,"Two differently-worded searches returned no indexed content for dallasrenovates.com or for this business under its listed phone number - only unrelated Dallas handyman companies. No usable evidence either way. Google review describes front-door refinishing and collaborating with a specialty glass company, which is suggestive but not evidence of window installation.",,General Contractors
NO,web-searched,Handyman Assemblers LLC,https://hmassemblers.com/,hmassemblers.com,Venus,TX,+1 945-273-5868,"7154 Red Twig Trl, Venus, TX 76084, United States",4.9,44,Yes,,,False,"Furniture/equipment assembly, TV mounting and small handyman tasks",high,"hmassemblers.com - 'furniture assembly, TV mounting, wall art installation, junk removal, furniture moving, drywall repair, accent walls... gazebo assembly, fitness equipment setup, swing set assembly, holiday light installation.' No window work.",,General Contractors
UNCLEAR,web-searched,HG&Co Home Improvement,https://hgcompany.net/,hgcompany.net,Dallas,TX,+1 214-660-7663,"9019 Garland Rd, Dallas, TX 75218, United States",5.0,86,Yes,"Possibly - windows are named among the exterior details they specify on exterior remodels, but windows are not listed as a service",,False,"Design-build home remodeling, additions and exterior remodeling with a design centre",low,"hgcompany.net/luxury-exteriors-additions - 'During consultations, they can walk through siding, stone, brick, paint palettes, roofing styles, windows, doors, lighting, and other exterior details.' Their enumerated service list (ADUs, bathroom, additions, extensions, home/kitchen remodeling, outdoor kitchens, general contracting; exterior pages cover pergolas/decking, fencing & siding, patios) does not include windows. Two searches did not resolve it either way.",,General Contractors
NO,web-searched,"HomePro Contracting, Handyman Dallas, Licensed General Contractors in Dallas.",http://homeproservicesdfw.com/,homeproservicesdfw.com,Dallas,TX,+1 214-886-3326,"3100 Commerce St Ste 101, Dallas, TX 75226, United States",4.2,57,Yes,,,False,"Handyman services and licensed general contracting (baths, kitchens, drywall, painting, plumbing, roof repairs)",medium,"homeproservicesdfw.com / homeprocontracting.com service list: 'handyman services, water damage repair, bathroom remodeling, kitchen remodeling, siding repairs, drywall repairs, tile installation, plumbing, carpenter services, interior & exterior painting, roof repairs, electrical services'. Only window-adjacent item found is a review about removing and replacing caulk around 2nd-storey windows.",,General Contractors
NO,web-searched,homepros remodeling and handyman service,https://homeproservicesdfw.com/,homeproservicesdfw.com,Dallas,TX,+1 214-956-4545,"3837 Fairfax Ave, Dallas, TX 75209, United States",4.8,50,Yes,,,False,Handyman services and licensed general contracting (same website/company as ID 463),medium,"Same domain and site as ID 463 (homeproservicesdfw.com). Service list on the site covers handyman work, water damage repair, bath/kitchen remodeling, siding repairs, drywall, tile, plumbing, carpentry, painting, roof repairs and electrical - no window installation or replacement.",,General Contractors
YES,web-searched,Honest Abe's Construction,https://www.hacdfw.com/,hacdfw.com,Dallas,TX,+1 469-765-3311,"13727 Noel Rd #200, Dallas, TX 75240, United States",5.0,100,Yes,Window replacement in the greater Dallas area,Both,False,"Siding, fencing and roofing contractor (James Hardie installer)",high,"hacdfw.com - 'Windows: At Honest Abe's Construction, they provide expert window replacement in the greater Dallas area', alongside siding and asphalt shingle roofing.",,General Contractors
UNCLEAR,web-searched,J Yoder Construction,http://www.jyoderconstruction.com/,jyoderconstruction.com,Duncanville,TX,+1 217-553-2000,"207 S Hastings St, Duncanville, TX 75116, United States",2.1,7,Yes,,,False,"Construction / remodeling contractor (roofing, siding and tile work indicated by reviews)",low,"Two searches returned no indexed content for jyoderconstruction.com itself. Results instead surfaced a differently-domained J Yoder Construction (jyoderconst.com: 'roofing, siding, pole barns, gutters, framing, and decks', no windows) and a separate Yoder Construction LLC that does do window installation - identity could not be confirmed for the Duncanville, TX listing. No usable evidence either way.",,General Contractors
NO,web-searched,JayTheHandyManCan,http://www.jaythmc.com/,jaythmc.com,,,+1 214-986-8967,,5.0,51,Yes,,,False,"Handyman services (appliance/door installation, drywall, plumbing and electrical repairs)",medium,"jaythmc.com/services - 'appliance installation, handyman assembly, handyman cleaning, door repair, appliance repair, handyman caulking, door installation, drywall installation or replacement, hanging pictures & decor, plumbing repairs, electrical repairs.' Doors but no windows.",,General Contractors
YES,web-searched,JCM Construction And Design,http://jcmconstruction.andersenwindowscertifiedcontractors.com/,jcmconstruction.andersenwindowscertifiedcontractors.com,Dallas,TX,+1 214-223-9151,"17250 Dallas Pkwy, Dallas, TX 75248, United States",5.0,507,Yes,"Window installation and replacement, plus service and repair of windows - Andersen certified contractor",Both,False,General contracting specialising in window and door installation,high,"Business listing for JCM Construction and Design, 17250 Dallas Pkwy, (214) 223-9151: 'The company specializes in General Contracting, Windows Installation, and Door Sales/Installation... they service and repair any door or window, especially Andersen windows and doors.' Site is hosted on Andersen's certified-contractor platform.",,General Contractors
NO,web-searched,Jim Scott and Sons Builders,http://www.jimscottandsons.com/,jimscottandsons.com,Dallas,TX,+1 214-506-8797,"2810 Greenville Ave, Dallas, TX 75206, United States",4.3,11,Yes,,,False,Custom home builder and whole-home remodeler,medium,"Two searches; jimscottandsons.com and directory profiles list 'custom homes, home additions, home remodeling, new home construction, design build, renovations... multi-room, kitchen, bathroom, basement and whole home remodels'. Windows are never listed as a service (they would be incidental to a remodel).",,General Contractors
YES,web-searched,Juno Construction,https://junoroof.com/,junoroof.com,,,+1 214-937-0333,,4.9,33,Yes,Window installation and window replacement,Both,False,"Commercial construction, roofing and fencing plus residential remodeling",high,"junoroof.com - 'they provide attic restoration, roof repair, roof replacement, siding installation, window installation, window replacement, and remodeling services.'",,General Contractors
NO,web-searched,LaRK Design House,https://larkdesignhouse.com/,larkdesignhouse.com,,,+1 405-640-7855,,5.0,15,Yes,,,False,Architecture and interior design studio,high,"larkdesignhouse.com/s-e-r-v-i-c-e-s - services are design consultation, interior mood boards, product boards, home organization, full remodel designs, plans for new homes and additions, permitting and styling. A design firm, not a trade contractor; no window installation.",,General Contractors
NO,web-searched,Luxe Haus Renovations Dallas - Kitchen & Bath Remodeling,https://myluxehaus.com/locations/dallas/,myluxehaus.com,Dallas,TX,+1 972-460-5737,"3700 McKinney Ave #208, Dallas, TX 75204, United States",5.0,52,Yes,,,False,Kitchen and bathroom remodeling contractor,medium,"myluxehaus.com/locations/dallas - 'kitchen remodeling, kitchen renovation, kitchen contractor services, bathroom remodeling, custom cabinetry, walk-in shower installation, storage and layout redesign, and plumbing fixture upgrades.' Interior kitchen/bath only; no windows.",,General Contractors
NO,web-searched,Luxury Home Remodeling | Dallas,https://www.luxuryhomeremodeling.net/,luxuryhomeremodeling.net,Dallas,TX,+1 817-727-8252,"10434 Stone Canyon Rd, Dallas, TX 75230, United States",5.0,43,No,,,False,"Kitchen, bathroom and whole-home remodeling",medium,"luxuryhomeremodeling.net - 'bathroom remodeling & design, kitchen remodeling, home renovations, shower remodeling, flooring, cabinet & countertop installation, home additions, outdoor construction, fireplace remodeling.' No window services listed.",,General Contractors
YES,web-searched,MAGENTA Construction & Remodeling,https://magentabuilders.com/,magentabuilders.com,Dallas,TX,+1 469-616-1110,"3385 Townsend Dr, Dallas, TX 75229, United States",5.0,20,Yes,Window installation listed among services,Both,False,Residential and commercial general contracting and remodeling,high,"magentabuilders.com/general-contractor - services include 'full home remodeling, kitchen remodeling, bathroom remodeling, window installation, framing, interior and exterior painting... roofing, and pools.'",,General Contractors
YES,web-searched,MCO Remodeling,http://www.mcoremodeling.com/,mcoremodeling.com,Dallas,TX,,"10636 Wessex Dr, Dallas, TX 75217, United States",4.8,34,Yes,Window installation listed among services,Both,False,Design-build residential and commercial remodeling firm,medium,"Houzz profile for MCO Home Remodel (Dallas) - service list includes 'house framing, wood floor installation, window installation, shower installation, concrete construction, siding installation, exterior door installation'; mcoremodeling.com describes a full-service design and build firm.",,General Contractors
NO,web-searched,Mr. Home Remodel,http://www.mrhomeremodel.com/,mrhomeremodel.com,Dallas,TX,+1 214-267-9339,"10228 E NW Hwy #1071, Dallas, TX 75238, United States",5.0,35,Yes,,,False,"Home remodeling and general contracting (interiors plus siding, brick repair, exterior paint)",medium,"Two searches. mrhomeremodel.com/exteriors covers exterior siding install, brick repair and exterior paint only; the brick-repair page mentions 'inspecting roof, bricks, windows, and siding for leaks'. Their main service list has no window installation - windows are only referenced as an optional energy-efficiency upgrade inside a remodel.",,General Contractors
NO,web-searched,"MVS Plus Remodeling, LLC",https://mvsplusremodelingllc.com/,mvsplusremodelingllc.com,,,+1 469-934-3821,,5.0,2,Yes,,,False,Interior/exterior painting and drywall with light remodeling,high,"mvsplusremodelingllc.com/painting - 'interior and exterior painting, bathroom remodeling, drywall repair and patching, installation of fixtures... texture, popcorn removal, cabinet refinishing, fence stain, pressure washing, tile, backsplash.' No windows.",,General Contractors
YES,web-searched,ON Group Remodeling & Construction,https://ongroupconstructions.com/,ongroupconstructions.com,Dallas,TX,+1 469-324-2888,"2727 Lyndon B Johnson Fwy #568, Dallas, TX 75234, United States",5.0,111,Yes,New window installation and window/door replacement - dedicated service page,Both,False,Remodeling and construction general contractor,high,"ongroupconstructions.com/window-installation - 'offers new windows installation services for homeowners and business, whether you're looking to replace old, outdated windows or upgrade to more energy-efficient models.'",,General Contractors
NO,web-searched,Poiema Construction,http://www.poiemaconstruction.com/,poiemaconstruction.com,,,+1 214-702-6789,,4.7,18,Yes,,,False,"General contractor - residential remodels, roofing and insurance/storm restoration",medium,"Two searches. poiemaconstruction.com / poiema.construction list 'residential remodels, interior design, roofing, and insurance restoration... storm damage repairs, full remodel and design services, painting'. Windows are not listed as a service.",,General Contractors
NO,web-searched,Prestige Painting And Drywall,https://prestigepaintingdrywall.com/,prestigepaintingdrywall.com,,,+1 469-551-4609,,5.0,17,Yes,,,False,Residential and commercial painting and drywall,high,"'Prestige Painting and Drywall LLC specializes in residential and commercial painting, drywall, metal framing and acoustic ceiling installations'; other services are cabinet refinishing, carpentry, popcorn removal, deck and fence staining, tape/bed/texture. No windows.",,General Contractors
NO,web-searched,Prof-M Home Services,https://profmhomeservices.com/,profmhomeservices.com,,,+1 214-776-3277,,5.0,12,Yes,,,False,"Handyman / home improvement (electrical, plumbing, TV mounting, assembly, painting)",medium,"profmhomeservices.com - 'they specialize in a wide range of residential services, including electrical work, plumbing, TV mounting, furniture assembly, home repairs, installations, and general improvements... interior wall painting.' No window work listed.",,General Contractors
YES,web-searched,Propertifix Handyman & Renovation Services,https://propertifix.com/,propertifix.com,,,+1 214-210-1111,,4.8,206,Yes,"Door and window repairs, window restoration (arched window repair/refinishing) and window/door water-damage reconstruction; full window replacement not confirmed",Both,False,"Handyman, property maintenance and renovation contractor",low,"propertifix.com - service list includes 'door and window repairs'; showcases 'a complex window and door water damage repair project in DeSoto, TX' and 'a window restoration project involving meticulous repair and refinishing of an arched window'. Window work on buildings is confirmed; replacement/installation is not explicitly advertised, hence low confidence.",,General Contractors
YES,web-searched,RainTight General Contracting,http://www.raintight.net/,raintight.net,Dallas,TX,+1 214-693-6196,"9903 Carnegie Dr, Dallas, TX 75228, United States",4.8,20,Yes,Window installation; windows are a headline service alongside roofing and gutters,Residential,False,Storm/hail damage restoration general contractor and roofer,high,"raintight.net/our-service - 'specializes in General Contracting, Hail Damage Restoration, Roofing, Painting, Windows, and Gutters. Additional services include chimney repair, window installation, roof cleaning, patio enclosures, skylights, window screens.' Google review: 'They replaced roof, vents, gutters, windows, and fence staining.'",,General Contractors
NO,web-searched,Revive & Renew Remodeling LLC,https://rr-remo.com/,rr-remo.com,Dallas,TX,+1 469-750-3466,"10420 Plano Rd Ste 110, Dallas, TX 75238, United States",5.0,28,Yes,,,False,"Design-build remodeling firm - high-end interiors, kitchens, baths, additions, outdoor living",medium,"Two searches. rr-remo.com/services lists 'Kitchen Remodeling, Bathroom Renovation, Outdoor Living Spaces, Whole-Home Remodeling, Home Additions, All Flooring, balcony additions, garage remodeling, deck construction'. No windows or doors listed.",,General Contractors
YES,web-searched,RJW Construction,https://rjw-construction.com/,rjw-construction.com,Dallas,TX,+1 214-494-0351,"13601 Preston Rd Ste W505, Dallas, TX 75240, United States",4.8,22,Yes,"Windows listed as a service line alongside roofing, fencing and gutters",Residential,False,Roofing and remodeling contractor working insurance/storm claims,medium,"rjw-construction.com - 'Their comprehensive service portfolio includes roofing, fences, gutters, remodels, and expert assistance with insurance claims. They also offer fencing, gutters, interior, roofing, and windows services.'",,General Contractors
YES,web-searched,"Royal Renovations, Contractors",http://www.royal-renovations.com/,royal-renovations.com,Dallas,TX,+1 888-899-3368,"1111 W Mockingbird Ln Ste 1360, Dallas, TX 75247, United States",4.8,101,,"Windows listed among residential services (painting, siding, roofing, gutters, windows, additions)",Both,False,"General contracting for remodeling and storm restoration, residential and commercial",high,"royal-renovations.com - 'Their residential services include painting, siding, roofing, gutters, windows, additions, cabinetry, countertops, and more.'",,General Contractors
NO,web-searched,S&R Development Custom Homes,http://srdevelopmentinc.com/,srdevelopmentinc.com,Dallas,TX,+1 214-499-9499,"4131 N Central Expy | Suite 985, Dallas, TX 75204, United States",5.0,11,Yes,,,False,Luxury custom home builder / design-build firm,medium,"srdevelopmentinc.com and srdevelopmentinc.com/custom-features - a design-build custom home builder; featured scope is chef kitchens, spa bathrooms, home theatres, smart home automation, outdoor living, gyms and custom closets. No window installation or replacement offered as a service.",,General Contractors
YES,web-searched,Scott Exteriors,https://www.scottexteriors.com/,scottexteriors.com,Dallas,TX,+1 214-503-7663,"10561 New Church Rd, Dallas, TX 75238, United States",4.4,95,Yes,Replacement windows and window installation,Both,False,"Exterior contractor - roofing, windows and siding",high,"scottexteriors.com - 'Scott Exteriors: Roofing, Siding & Windows for DFW'; 'Specializing in roofing, replacement windows, and vinyl or James Hardie siding'. Houzz lists them under 'Window Sales and Installation'.",,General Contractors
UNCLEAR,web-searched,Shelton Renovation Services LLC,https://sheltonrenovationservices.square.site/,sheltonrenovationservices.square.site,,,+1 478-228-4428,,5.0,7,Yes,,,False,Renovation / handyman services (not verified),low,"Two searches returned no indexed content for sheltonrenovationservices.square.site or for this specific business - only unrelated Shelton-named contractors in Fort Worth, WA and CT. No usable evidence either way. Google review describes wall repair and pantry/laundry shelving, which is not evidence of window work.",,General Contractors
NO,web-searched,Speedy's Remodeling,https://www.speedysremodeling.com/,speedysremodeling.com,,,+1 214-854-6397,,4.9,33,Yes,,,False,"Full-service construction and remodeling (framing, drywall, flooring, paint, roofing repairs)",medium,"speedysremodeling.com - 'framing, sheetrock, taping, texture, drywall, various flooring options, siding, roofing repairs, backsplash, kitchen refurbishment, bathroom renovations, electrical fixtures, plumbing, and door installations.' Doors are listed but windows are not.",,General Contractors
NO,web-searched,Stone Built Construction & Development,http://stonebuiltcd.com/,stonebuiltcd.com,,,+1 469-404-4714,,5.0,22,Yes,,,False,"Custom builds and remodeling, hardscape/landscape, plus residential window cleaning",medium,"Two searches. stonebuiltcd.com service list: 'Deck & Patio Remodel, Kitchen Remodeling, Bathroom Remodeling, New Construction, Home Remodeling, Exterior Renovation, Hardscape Installation, Landscape Design & Installs, and Professional Residential Window Cleaning.' The only window item is window CLEANING = excluded.",,General Contractors
NO,web-searched,Stone Drywall Solutions,http://www.stonedrywallsolutions.com/,stonedrywallsolutions.com,,,+1 469-999-8302,,4.7,113,Yes,,,False,Drywall installation and repair contractor,high,"stonedrywallsolutions.com/drywall-dallas-tx - 'drywall installation, caulking, spray foam insulation, drywall patch repair, tape and mud drywall, drywall texturing, and both interior and exterior painting.' No window work.",,General Contractors
NO,web-searched,Stork's Home Services,https://storkheatingandair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,storkheatingandair.com,Dallas,TX,+1 972-421-8000,"10840 Switzer Ave #101, Dallas, TX 75238, United States",5.0,60,Yes,,,False,HVAC and electrical contractor,high,"storkheatingandair.com/dallas-tx - 'a Dallas, TX-based HVAC contractor offering HVAC and electrical services, with expert AC repair, heating service, and installation'; Lennox Certified Dealer. No window work.",,General Contractors
YES,web-searched,Tricityrenovation,http://tricityrenovation.com/,tricityrenovation.com,,,+1 214-244-2901,,5.0,2,Yes,Doors & windows listed as a service,Residential,False,Full-service remodeling contractor (in business since 1993),medium,"tricityrenovation.com/services.html - 'flooring installation & repair, ceramic tile, granite countertops, cabinet installation, appliance installation, room additions, swimming pool repair, plumbing & electrical, doors & windows, decks, patios, patio covers, decorative stone & brick, masonry.'",,General Contractors
YES,web-searched,TrueSafe Renovations,http://www.truesaferenovations.com/,truesaferenovations.com,Dallas,TX,+1 972-330-3906,"10925 Estate Ln Ste 214, Dallas, TX 75238, United States",5.0,53,Yes,Window replacement - installs Ply Gem windows and doors,Residential,False,Roofing contractor and exterior renovator (GAF certified),high,"truesaferenovations.com - 'TrueSafe Renovations specializes in residential roof replacements, roof repairs, siding, windows, solar solutions, and flat roofing systems'; 'TrueSafe offers superior Ply Gem windows and doors'.",,General Contractors
YES,web-searched,Unique Home Construction,http://www.uniquehomebuild.com/?utm_source=gbp,uniquehomebuild.com,,,+1 214-533-0716,,4.4,15,Yes,"Carpenters install windows, doors and trim (documented on their garage/carport addition work); windows are not a standalone advertised service",Both,False,"Full-service home construction, remodeling and restoration since 1996",low,"uniquehomebuild.com/garages-carports-additions - 'In their garage and carport construction projects, their skilled carpenters install windows, doors and trim.' CAVEAT: the BBB profile for Unique Home Construction states the company 'is no longer in business', although the website and recent Google reviews suggest it is still trading - worth confirming before contacting.",,General Contractors
YES,web-searched,Urban Pioneer Construction & Remodeling,https://urbanpioneerconstruction.org/,urbanpioneerconstruction.org,,,+1 214-682-4564,,5.0,,Yes,"Window installation, window repair and replacement; doors and windows work",Residential,False,Architectural design-led general contractor and remodeler (since 1983),medium,"urbanpioneerconstruction.org - 'Urban Pioneer Construction offers window installation services, and according to their service listings, they also provide window repair and replacement services... their expertise includes doors and windows work', alongside roofing, concrete, flooring and siding.",,General Contractors
YES,web-searched,Valencia Remodeling and Construction,http://www.valenciaremodeling.com/,valenciaremodeling.com,Dallas,TX,+1 469-656-5402,"8204 Elmbrook Dr #205, Dallas, TX 75247, United States",4.9,35,Yes,"Energy-efficient Low-E window sales and installation, plus glass replacements",Both,False,Residential and commercial remodeling and general contracting,high,"valenciaremodeling.com/services - 'Energy-efficient window sales & installation, glass replacements, patio door installation, storm door removal & installation... weather sealing & caulking'; 'energy-efficient Low-E windows and doors installation'.",,General Contractors
NO,web-searched,7 Stars European Auto,https://7starseuropeanauto.com/,7starseuropeanauto.com,Dallas,TX,+1 214-242-9420,"8330 Harry Hines Blvd, Dallas, TX 75235, United States",5.0,45,Yes,,,False,"European car repair shop (BMW, Mercedes, Audi, Porsche)",high,"7starseuropeanauto.com - 'a trusted European auto repair shop... professional diagnostics, engine repair, brake service, suspension work, and full maintenance services.' Automotive mechanical repair, not glass or building work.",,Other-Misc
YES,web-searched,921 Roof,https://www.921roof.com/,921roof.com,,,+1 972-921-7663,,5.0,18,Yes,Window replacements as part of their exteriors division,Both,False,Residential and commercial roofing contractor,high,"921roof.com/exteriors - page titled 'Gutters, Siding & Windows - DFW, TX'; '921 Roof & Exteriors provides a range of exterior solutions, including window replacements, gutter installations, and siding repairs.'",,Other-Misc
NO,web-searched,A1 Sign & Graphics,http://www.a1signusa.com/,a1signusa.com,Dallas,TX,+1 214-499-7649,"11181 Harry Hines Blvd Ste 127, Dallas, TX 75229, United States",4.9,813,Yes,,,False,"Sign maker - channel letters, awnings, illuminated signs, vehicle wraps",high,"a1signusa.com - 'a full sign service company specializing in commercial printing, channel lettering, awning, and other illuminated signs... van wraps, vinyl stickers, digital printing, and window graphics.' Window graphics/vinyl only, not window installation.",,Other-Misc
NO,web-searched,Affordable Screen Company,https://www.affordablewindowscreens.com/,affordablewindowscreens.com,Lewisville,TX,+1 972-346-8179,"720 Valley Ridge Cir #22, Lewisville, TX 75057, United States",4.4,54,Yes,,,False,Custom window screen and solar screen manufacturer / e-commerce seller,high,"affordablewindowscreens.com/about - 'specializes in fully customizable window screens and solar screens... one of the leading e-commerce sellers of window screens and solar screens in the country', with DIY installation guides. Screens only - screens are not windows, per the exclusion rule.",,Other-Misc
YES,web-searched,Alair Homes,https://www.alairhomes.com/dfw218/,alairhomes.com,Dallas,TX,+1 214-495-7200,"25 Highland Park Village Ste 100-294, Dallas, TX 75205, United States",4.4,15,Yes,Window installation listed among their services,Residential,False,Custom home building and whole-home renovation (design-build),medium,"Alair Homes Dallas service list (Houzz profile / alairhomes.com/dfw) - 'home remodeling, bathroom remodeling, kitchen remodeling, general contracting, home additions, custom homes, new home construction, home extensions, basement remodeling, window installation, roof replacement'. Two searches; the second confirmed window installation is listed.",,Other-Misc
NO,web-searched,Alumax,http://www.alumaxshowerdoor.com/,alumaxshowerdoor.com,Dallas,TX,+1 800-643-1514,"3613 Pipestone Rd, Dallas, TX 75212, United States",4.2,11,No,,,False,Bath/shower enclosure manufacturer (Dallas distribution centre),high,"alumaxshowerdoor.com - 'a leading US bath and shower enclosure manufacturer since 1949', product line is framed and frameless shower doors and heavy glass enclosures; 'Alumax is a product manufacturer and does not sell direct to consumers. Their products are sold through authorized dealers.' Shower door manufacturer with no house-window work.",,Other-Misc
NO,web-searched,American Tornado Master,http://www.tornadomaster.com/,tornadomaster.com,Dallas,TX,+1 972-686-7733,"12640 Northwest Hwy, Dallas, TX 75228, United States",3.9,11,Yes,,,False,Storm/tornado shelter manufacturer and installer,high,"tornadomaster.com - 'built, delivered and installed Above Ground Concrete & Steel and Below Ground Concrete & Steel Severe Weather Shelters'; below ground, handicapped, new construction, above ground and custom designer shelters. No window work.",,Other-Misc
YES,web-searched,Ark Depot,http://www.arkdepot.com/,arkdepot.com,Dallas,TX,+1 469-372-2738,"10649 Shady Trail, Dallas, TX 75220, United States",4.9,322,Yes,"Sells and installs windows for residential and commercial customers (alongside flooring, cabinets and countertops)",Both,False,"Building materials retailer (doors, flooring, cabinets, hardware) with installation services",medium,"arkdepot.com/pages/about - 'They provide installation services for flooring, cabinets, countertops, and windows, catering to both residential and commercial clients.' Retail/direct-to-consumer dealer that also installs = YES.",,Other-Misc
