company_name,website,domain,phone,address,rating,review_count,qualified,window_services,also_vehicle_glass,confidence,evidence,source,site_status,locations,other_phones,other_addresses
Strategic Air Services,https://strategicairservices.com/?utm_source=google&utm_medium=organic&utm_campaign=local,strategicairservices.com,+1 512-253-4773,"9600 US-290, Austin, TX 78736, United States",5,586,NO,HVAC contractor (residential and commercial),False,high,"strategicairservices.com/about-us/ — 'AC installation, AC repair, heating installation, heating repair, duct cleaning, thermostat installation, indoor air quality'. No window services.",web search,UNKNOWN,1,,
Streamline Construction & Austin Roofing,https://streamlineroofingtexas.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,streamlineroofingtexas.com,+1 512-489-7663,,5,34,NO,"roofing contractor / construction group (roof install, repair, restoration)",False,medium,"streamlineroofingtexas.com/services/ — 'all types of commercial and residential roof installation and repair, with construction group services including design-build, remodeling, restoration ... asphalt shingles, metal, tile, and flat roofing'. Two searches surfaced no window service.",web search,UNKNOWN,1,,
StrongFrame Siding,https://strongframesiding.repair/,strongframesiding.repair,+1 512-881-1351,"1555 Bastrop Hwy, Austin, TX 78742, United States",0,0,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Sullivan Home Improvement Solutions LLC,http://www.sullivanhomeimprovementsolutions.com/,sullivanhomeimprovementsolutions.com,+1 815-234-0688,,5,50,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Summit Surface Solutions,https://summitsurfacesolution.com/,summitsurfacesolution.com,+1 512-659-7674,,5,8,NO,window cleaning,False,medium,Summit Surface Solutions | Pressure Washing & Window Cleaning in Dallas–Fort Worth .,site scrape,NO,1,,
Sun & Sound Windows - Austin,https://sunandsoundwindows.com/,sunandsoundwindows.com,+1 512-879-6055,,3.4,13,YES,installs/replaces windows; pane glazing work; replacement windows,False,high,"Most importantly, they are not replacement windows.",site scrape,YES,2,+1 214-771-9544,
Sun Stop Window Tinting,https://www.sunstopatx.com/,sunstopatx.com,+1 512-296-8788,"6546 Burnet Rd, Austin, TX 78757, United States",4.7,17,NO,window tint/film; window treatments,True,medium,"Sun Stop Window Tinting - Top Rated Commercial & Residential Window Tinting Service - Austin, Texas .",site scrape,NO,1,,
Sun Tint,http://www.suntint.com/,suntint.com,+1 512-467-6767,"1700 W Koenig Ln, Austin, TX 78756, United States",4.8,224,NO,window tint/film; window treatments,True,medium,"Sun Tint | Automotive, Commercial, Residential Window Tint, Paint Protection Film, Austin Texas .",site scrape,NO,1,,
Sunbelt Waterproofing & Restoration LLC.,http://www.sunbeltllc.com/,sunbeltllc.com,+1 972-681-6222,"7318 Ferguson Rd, Dallas, TX 75228, United States",4.4,17,YES,commercial storefront glazing,False,high,alized Concrete Placement Get started View work Firestopping Fire and Smoke Rated Wall Joints Curtain Wall and Slab Edge Penetrations Pass thru Devices for Current and Future Use Expansion Joints Fire,site scrape,YES,1,,
Sunburst Shutters Shades & Blinds Dallas,https://www.sunburstshuttersdallas.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=website,sunburstshuttersdallas.com,+1 214-301-5066,"10990 Petal St Ste 100, Dallas, TX 75238, United States",5,127,NO,window treatments,False,medium,"Shutters, Blinds, & Shades in Dallas, TX | Sunburst Shutters Dallas .",site scrape,NO,1,,
Sunbusters Window Tinting,https://sunbusterstint.com/?utm_source=google&utm_medium=gbp&utm_campaign=researchblvd,sunbusterstint.com,+1 512-794-8468,"11655 Research Blvd Ste c, Austin, TX 78759, United States",4.9,630,NO,vehicle glass only,True,medium,Austin Car Window Tinting | Car Electronics | Ceramic Window Tint .,site scrape,NO,1,,
Sunn Home Services,http://sunnhomeservices.com/,sunnhomeservices.com,+1 512-490-6633,"1706 Dungan Ln A-104, Austin, TX 78754, United States",4.7,35,NO,window cleaning,False,medium,"aning & Maintenance Services in Austin, TX | Sunn Home Services . Professional home cleaning, window cleaning, power washing, gutter cleaning, maid services, holiday lighting, and lawn maintenance in",site scrape,NO,1,,
Sunn Window Cleaning Co,https://www.sunnwindowcleaning.com/,sunnwindowcleaning.com,+1 512-444-5505,"937 Reinli St, Austin, TX 78751, United States",3,2,NO,window cleaning/washing,False,medium,,name/review keywords,UNKNOWN,1,,
Sunny State Glass,https://sunnystateglass.com/,sunnystateglass.com,+1 480-526-9044,"1734 W Williams Dr #8, Phoenix, AZ 85027, United States",5,206,YES,installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; reglazing; replacement windows; window product line; window replacement/installation; windows & doors,False,high,dential) Multi-Family Projects (Apartment & HOA) Window & Door Brands High-Performance Window Glass Glass Repair & Custom Services Glass Replacement & Reglazing Window & Door Repairs Custom Glass & M,site scrape,YES,1,,
Sunsational Solutions,http://sunsationalsolutions.com/,sunsationalsolutions.com,+1 512-246-8468,"7801 N Lamar Blvd c63, Austin, TX 78752, United States",4.9,41,YES,window replacement/installation; windows & doors,False,high,"Window Film Installation - Austin, San Antonio, Dallas TX | Sunsational Solutions - Sunsational Solutions .",site scrape,YES,1,,
Sunset Auto Glass Solutions,http://sunsetautoglass.net/,sunsetautoglass.net,+1 737-610-3781,"12410 Alameda Trace Cir, Austin, TX 78727, United States",5,51,NO,vehicle glass only,True,medium,Sunset AutoGlass | Auto Glass Repair Austin TX & Windshield .,site scrape,NO,1,,
Sunshine Window Tint,https://sunshinewindowtint.com/swt/,sunshinewindowtint.com,+1 954-699-6246,"5921 Ravenswood Rd, Fort Lauderdale, FL 33312, United States",4.9,190,NO,window tint/film,True,medium,Sunshine Window Tint Your Trusted Source for Car Window Tinting .,site scrape,NO,1,,
SunSmart Windows of Dallas,http://dallas.sunsmarthome.com/,dallas.sunsmarthome.com,,,0,0,YES,Custom energy-efficient window installation and replacement plus door installation; commercial and residential window replacement,False,high,"dallas.sunsmarthome.com/ 'Premium Window Installation And Replacement Dallas, TX'; sunsmarthome.com/home 'Replacement Windows and Doors DFW, TX'; 'selling and installing custom windows and doors for homeowners and contractors'",web research (earlier pass),UNREACHABLE,1,,
SunStorm Construction Inc.,https://www.sunstormconstruction.com/,sunstormconstruction.com,+1 954-398-5060,"501 E Las Olas Blvd Ste 200 & 300, Fort Lauderdale, FL 33301, United States",5,7,YES,commercial storefront glazing; named window styles; window product line; window replacement/installation; windows & doors,False,high,Impact window installation requires a building permit in all South Florida jurisdictions.,site scrape,YES,1,,
Super Car Audio and Tint,http://supercaraudio.com/,supercaraudio.com,+1 214-398-8885,"7900 S Great Trinity Forest Way, Dallas, TX 75217, United States",4.8,455,NO,window tint/film; window treatments,True,medium,"bass packages, T-style radios, speakers, subwoofers and amplifiers, or schedule car audio and window tint installation in Dallas, TX.",site scrape,NO,1,,
Super Cars Auto Glass,,,+1 214-336-6413,,3.3,3,UNRESOLVED,unknown (name reads auto glass),False,low,"No listing found for this business or its 214-336-6413 number in either search; results were other Dallas shops (Super Clear Auto Glass, Super Star Auto Glass, SuperGlass Dallas).",no usable evidence,NO_WEBSITE,1,,
Super Star Auto Glass,https://superstarautoglassus.com/contact/,superstarautoglassus.com,+1 469-505-3604,,5,0,NO,Mobile auto glass repair and replacement,False,medium,"superstarautoglassus.com/services/ 'Auto Glass Repair & Replacement Services'; contact form asks for vehicle details and damaged glass type (front windshield, door panels, quarter glass, vent glass, rear glass). No residential/commercial glass offering found.",web research (earlier pass),UNREACHABLE,1,,
Superior Auto Glass,,,+1 817-908-6133,"1908 W Mockingbird Ln, Dallas, TX 75235, United States",5,43114,NO,auto glass / windshield replacement,False,high,"superiorautoglassllc.com/services and autoglassdoneright.net: 'rock chip repairs, window regulator and window motor replacement, windshield, door glass, quarter glass and back glass replacements on most makes and models' — all vehicle glass, DFW area.",web search,NO_WEBSITE,1,,
Superior Replacement Windows,https://replacementwindowstempe.net/,replacementwindowstempe.net,+1 480-339-0985,,3.7,3,YES,"Replacement windows, window glass replacement and window repair for homes; commercial storefronts, glass doors and architectural glass",False,high,"replacementwindowstempe.net — 'locally owned window and glass company in Tempe ... providing mobile replacement windows, glass shower doors, window glass replacement and window repair'; site sections /residential-glass/, /commercial-glass/ ('storefronts, glass doors and interior architectural glass'",web search,UNREACHABLE,1,,
Superior Roof Repair of Rockford,https://www.superiorroofingil.com/,superiorroofingil.com,+1 815-313-4220,,4.9,46,YES,named window styles; window product line; window replacement/installation,False,high,Enhance your property with expert window installation services from Superior Roofing Inc.,site scrape,YES,1,,
Superior Showers,http://www.superiorshowers.com/,superiorshowers.com,+1 561-914-5277,"3819 NW 49th St, Tamarac, FL 33309, United States",4.6,444,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Superior Window Tinting,,,+1 602-487-5915,,4,95,NO,window tint/film only,False,medium,,name/review keywords,NO_WEBSITE,1,,
Supreme Garage Door Repair,https://www.supremegaragedoortx.com/,supremegaragedoortx.com,+1 214-915-0384,"7765 El Pensador Dr, Dallas, TX 75248, United States",4.9,698,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Supreme Shades,https://www.supremeshades.com/,supremeshades.com,+1 512-758-2577,"Building 1, 901 S MoPac Expy Ste 300, Austin, TX 78746, United States",4.9,78,NO,blinds/shades/shutters/drapery (window treatments),False,medium,,name/review keywords,UNKNOWN,1,,
Surface Solutions - Commercial Window Cleaning Services,https://surfacesolutionstx.com/,surfacesolutionstx.com,+1 512-926-7000,"7212 McNeil Dr Ste 205, Austin, TX 78729, United States",5,502,NO,window cleaning,False,medium,Worry Free Commercial Building Window Cleaning - 40 Years .,site scrape,NO,1,,
Surface Specialists of Austin,http://www.surfacespecialistsaustin.com/,surfacespecialistsaustin.com,+1 512-865-9516,"6808 Branrust Dr, Austin, TX 78744, United States",5,132,YES,window product line; window replacement/installation,False,high,bs / Showers / Countertops About Repair Bathtub Repair Shower Repair Countertop Repair Vinyl Window Repair Refinish Bathtub Refinishing Shower Refinishing Countertop Resurfacing Tile Refinishing Sink,site scrape,YES,1,,
Surplus Building Materials (SBMTX) | Home Improvement Doors Kitchens Floors & Installation Experts in Texas,https://sbmtx.com/,sbmtx.com,+1 972-241-4444,"3404 Belt Line Rd, Farmers Branch, TX 75234, United States",4.3,483,YES,pane glazing work,False,medium,"atio Door Prehung Primed In-swing Height: 80"" Available in left and right hand Ready to paint Double pane glass $625.",site scrape,LIKELY,1,,
Sutton Roofing,https://www.suttonroofinginc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,suttonroofinginc.com,+1 512-394-9801,"10012 Old Lockhart Rd Ste 5A, Austin, TX 78747, United States",5,76,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
SWP GLOBAL LLC,https://swpgloballlc.com/contact-us,swpgloballlc.com,+1 469-514-1415,,4.2,5,YES,commercial storefront glazing; window replacement/installation,False,high,ordable GLASS SOLUTIONS Window Glass Sliding Patio Glass Door Sliding Patio Glass Door Window glass installation and repair is a specialized service that focuses on replacing the glass itself while l,site scrape,YES,1,,
T Rock Roofing & Contracting,https://www.dallasroofer.com/,dallasroofer.com,+1 469-931-9867,"9330 Lyndon B Johnson Fwy #900, Dallas, TX 75243, United States",4.9,806,YES,window replacement/installation,False,high,"andled all of my repairs from our tornado damage including damaged shingle replacement, window pane replacement, iron fence repair, exterior painting, and gutter install!",site scrape,YES,1,,
Tableaux Architectural Panels,https://tableaux.com/,tableaux.com,+1 512-926-6346,"8212 Bagby Dr, Austin, TX 78724, United States",5,51,NO,Manufacturer of custom decorative grilles and architectural panels (window treatments/decor),False,high,"tableaux.com — 'America's leading designer and manufacturer of custom made-to-order decorative grilles for residential and commercial decor'; applications include 'Window Decor & Treatments'. Window coverings/decor, not window installation.",web search,UNKNOWN,1,,
TAJ Window & Door Design,,,+1 512-222-3875,,0,0,YES,name states window installation/replacement/doors,False,medium,,name/review keywords,NO_WEBSITE,1,,
"Taroja’s Prime Glass Yes Bliss, Victoria Hills, Bago Aplaya, Talomo, Davao City, 8000 Davao del Sur 0906 249 0862",https://www.facebook.com/share/14gsAoCquU/?mibextid=wwXIfr,facebook.com,,,5,0,YES,Stocks windows and provides framing and installation services including window and door installations,False,medium,"Oak Cliff Building Materials services page: 'Their extensive inventory includes lumber, sheathing, roofing products, windows, and more. They also provide professional framing and installation services, including window and door installations'; sells 'to contractors, builders and homeowners'",web research (earlier pass),SOCIAL_ONLY,1,,
TC Paint Protection film - Distribution & Training Center,https://tcfilmprotection.com/,tcfilmprotection.com,+1 305-813-7380,"1009 Ranch Rd 620 N Unit 610, Lakeway, TX 78734, United States",5,4,NO,vehicle glass only,True,medium,"vehicle looking pristine Superior Protection Advanced multi-layer film shields your paint from rock chips, scratches, and environmental damage.",site scrape,NO,1,,
Technik Enterprises LLC,http://www.technikent.com/,technikent.com,+1 512-243-8007,,5,21,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Technology Guru,http://mytechguru.biz/,mytechguru.biz,+1 512-516-2096,,5,20,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Tee Time Exteriors,https://teetimeexteriors.com/,teetimeexteriors.com,+1 737-367-7321,,5,35,YES,installs/replaces windows; replacement windows,False,high,"We offer 5-star seamless gutters, siding, replacement windows, doors, roofing, and attic insulation.",site scrape,YES,1,,
Tejeda Glass Solutions,,,+1 469-580-4123,,5,0,UNRESOLVED,unknown (glass),False,low,"No listing found for this business or its 469-580-4123 number in either search; results were other Texas glass companies (Texas Glass Co, Texan Glass, Total Glass Solutions).",no usable evidence,NO_WEBSITE,1,,
Tempe Windshield Replacement,https://www.tempewindshields.com/,tempewindshields.com,+1 480-605-0839,,5,29,NO,vehicle glass,True,medium,"Tempe Windshield Replacement: Auto Glass Repair in Tempe, AZ.",site scrape,NO,1,,
TemperaturePro Austin,https://temperatureproaustin.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,temperatureproaustin.com,+1 512-515-9807,"14707 Fitzhugh Rd, Austin, TX 78736, United States",4.9,361,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Terrapin Electric,https://terrapinelectric.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile&utm_term=austin&utm_id=gbp,terrapinelectric.com,+1 512-548-2587,"1514 Ed Bluestein Blvd Ste 301, Austin, TX 78721, United States",4.9,327,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Tex Land Construction LLC,https://www.texlandconstruction.com/siding/siding-replacement-austin-tx/?utm_source=google&utm_medium=organic&ut%20m_campaign=gbp,texlandconstruction.com,+1 512-910-7852,"3709 Promontory Point Dr, Austin, TX 78744, United States",4.9,93,YES,installs/replaces windows; window product line; window replacement/installation,False,high,xterior and Interior Home Painting Roof Replacement & Repairs Siding Replacement & Repairs Window Replacement Deck and Patio Cover Construction Foundation Repair Bathroom Remodeling See Our Work – Aus,site scrape,YES,1,,
Tex Siding & Windows,,,+1 512-298-2050,"1607 Chelsea Ln, Austin, TX 78704, United States",5,2,YES,window installation / replacement windows alongside siding,False,high,"Own site page 'Windows - TEX SIDING & WINDOWS 512.298.2050' (texsidingandwindows.com/windows.html); directory text: 'They offer professional window installation services, starting with free, in-home estimates.'",web search,NO_WEBSITE,1,,
Texan Windows,https://texanwindows.com/?utm_source=Ad+Pages&utm_id=Texan+Windows+SEO,texanwindows.com,+1 512-298-1051,"165 Tecon Cove, Buda, TX 78610, United States",4.5,75,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation,False,high,"Step 2: Choose Your Windows Replacement, in-stock, or new construction.",site scrape,YES,1,,
Texas AirZone LLC,https://www.texasairzone.com/?utm_source=Google&utm_medium=GBP&utm_campaign=Organic_GBP_TAZ,texasairzone.com,+1 214-851-3886,"10763 Mapleridge Dr, Dallas, TX 75238, United States",4.9,892,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Texas Audio Car Stereo & Security,https://www.texasaudio.com/,texasaudio.com,+1 972-864-2114,"3035 S Shiloh Rd #135, Garland, TX 75041, United States",4.9,662,NO,window tint/film,False,medium,Us Why Choose Us Protection Plan Vehicle Solutions Audio-Video Alarms & Security Car Lighting Window Tint Automotive Accessories GPS Tracking Radar Detector Sound Dampening OEM Integration Power Spor,site scrape,NO,1,,
Texas Audio Customs & Window Tint,http://www.texasaudiocustoms.com/,texasaudiocustoms.com,+1 972-840-2606,"2218 S Jupiter Rd Ste 104, Garland, TX 75041, United States",4.8,522,NO,vehicle glass only,True,medium,ection • Improved Safety • Privacy • Scratch Resistance Great for protecting both you and your car Window tint protects from UVA and UVB rays that can cause damage to both your skin and your car's int,site scrape,NO,1,,
Texas Direct Shutters,http://www.txdirectshutters.com/,txdirectshutters.com,+1 512-900-7620,,5,2,NO,window treatments,False,medium,"Texas Direct Shutters - Austin's Premier Window Fashions - Shutters, Shades and Blinds - 512-900-7620 .",site scrape,NO,1,,
Texas Discount Siding & Windows,,,+1 512-469-0200,"1708 Canterbury St, Austin, TX 78702, United States",5,502,YES,replacement windows and energy-efficient window installation and repair,False,medium,"Directory/Yelp listing: 'specializes in installation and repair of siding, fiber cement siding, replacement windows, fireplace stone veneer, vinyl siding, and energy efficient windows', Austin TX 78702. CAVEAT: a BBB profile for the related 'Texas Discount Windows & Doors, Co.' says out of business,",web search,NO_WEBSITE,1,,
Texas Door & Trim Inc.,http://www.tdt-inc.com/,tdt-inc.com,+1 214-342-9393,"11220 Petal St, Dallas, TX 75238, United States",2.8,24,YES,named window styles; window product line; window replacement/installation; windows & doors,False,high,Our factory trained professional provide on-site window and door installation support and expert tuning services.,site scrape,YES,1,,
Texas Doors and Windows,http://www.txdoorsandwindows.com/,txdoorsandwindows.com,+1 512-912-6898,"812 Tradesmens Park Loop, Hutto, TX 78634, United States",4.7,25,YES,installs/replaces windows; replacement windows; window product line; window replacement/installation; windows & doors,False,high,"s and Windows - Serving Georgetown, TX - Offering premier hand crafted door installation, window installation and door repair.",site scrape,YES,1,,
Texas Elite Windows,http://txelitewindows.com/,txelitewindows.com,+1 512-775-7226,,5,3,YES,named window styles; window product line; window replacement/installation,False,high,t Services Gallery Contact Open Menu Close Menu About Services Gallery Contact Residential Window Replacement Our friendly experts will take a look at your current windows and help you find the perfec,site scrape,YES,1,,
Texas Finest Glass & More LLC,,,+1 214-253-3270,,5,0,YES,"broken window glass replacement, foggy/failed insulated glass, energy-efficient windows, window screens",False,medium,"Nextdoor profile 'Texas Finest - Carrollton, TX' lists 'broken glass replacement, foggy glass solutions, energy-efficient windows, shower glass installation, and window screens'; Facebook page 'Texas Finest For All Your Glass Needs'.",web search,NO_WEBSITE,1,,
Texas Home Improvement,https://texashomeimprovement.com/,texashomeimprovement.com,+1 737-361-1532,"6320 E Stassney Ln Suite 100, Austin, TX 78744, United States",4.7,577,YES,Energy-efficient replacement windows and doors,False,high,"texashomeimprovement.com/home-improvement/ — 'a wide range of services for Austin home improvements, from roofing and gutters to siding and windows'; 'their top-of-the-line, energy efficient replacement windows and doors keep heating and cooling costs down'.",web search,UNKNOWN,1,,
Texas Mirrors & Doors LLC,https://txmirrors.com/,txmirrors.com,+1 512-459-3553,"2115 Northland Dr, Austin, TX 78756, United States",4.8,25,YES,pane glazing work,False,medium,"The project cost includes windows (18 double-pane with new trim), 1 framed shower and 1 frameless shower.",site scrape,LIKELY,1,,
Texas Paint & Wallpaper,http://www.texaspaint.com/,texaspaint.com,+1 214-824-4574,"4410 Ross Ave, Dallas, TX 75204, United States",4.6,99,NO,window treatments,False,medium,nowledgeable staff help you with your design project from paint consultations to wallpaper and draperies.,site scrape,NO,1,,
Texas Pride Mirror & Glass LLC,https://texaspridemirrornglass.com/,texaspridemirrornglass.com,+1 214-281-6638,,5,11,YES,"Window replacement, window installation and window leak repair",False,high,"Listings for texaspridemirrornglass.com — ""offers quality window installation services in Dallas, TX""; services: ""door replacement, door repair, frameless showers, caulking repair and replacement, window replacement, window installation service, and window leak repair"". Google review mentions a dog ",web research (earlier pass),UNKNOWN,1,,
Texas Quick Construction,http://www.txquickconstruction.com/,txquickconstruction.com,+1 469-817-9329,,4.7,19,YES,installs/replaces windows; named window styles; window product line; window replacement/installation,False,high,"ome About Us Reviews Gallery Services Fence Installation Fence Repair Patio Covers Siding Window Installation Pergola Gutters Installation Painting Services Areas We Service Burleson, Tx Cleburne, Tx",site scrape,YES,1,,
Texas Reliable Auto Glass,https://texasreliableautoglass.com/,texasreliableautoglass.com,+1 737-346-1350,"4500 Steiner Ranch Blvd #2405, Austin, TX 78732, United States",4.9,221,NO,vehicle glass,True,medium,Best Texas Reliable Auto Glass Repair Services .,site scrape,NO,1,,
Texas Screen Medic,,,+1 512-962-4069,"6712 Broad Brook Dr, Austin, TX 78747, United States",5,6,NO,window screen repair and replacement,False,medium,Yahoo Local/Nextdoor profile (ph 512-962-4069 matches): 'top-notch window screen repair services… from minor tears and holes to complete replacements… screen cleaning and maintenance'. Screens only — excluded per criteria.,web search,NO_WEBSITE,1,,
Texas Sun and Shade,http://www.txsunandshade.com/,txsunandshade.com,+1 512-402-0990,"14510 Fitzhugh Rd Building 11, Austin, TX 78736, United States",4.4,122,NO,window treatments,False,medium,Texas Sun & Shade | Custom Interior & Exterior Shades .,site scrape,NO,1,,
Texas Window & Door,https://twdremodeling.com/,twdremodeling.com,+1 469-588-4890,,5,82,YES,named window styles; pane glazing work; window product line; window replacement/installation; windows & doors,False,high,"Texas Window & Door offers 12+ years of trusted, transparent window and door installations.",site scrape,YES,1,,
Texas Window Store of Austin,https://www.texaswindowstore.com/austin/,texaswindowstore.com,+1 512-360-0612,"720 S Bell Blvd Bldg 7D, Cedar Park, TX 78613, United States",4.9,60,YES,"Replacement window installation (Pella, Marvin, Provia, NT); explicitly does NOT do glass-only replacement or window repair",False,high,"texaswindowstore.com — 'They specialize in providing hassle-free window replacement services for homes in the Austin and surrounding areas'; 'Replacement Windows, Window Replacement, Exterior Door replacements, French Doors, Sliding Glass Doors'.",web search,UNKNOWN,1,,
Texas Windows Direct,https://texaswindowsdirect.com/,texaswindowsdirect.com,+1 512-529-8612,"1710 Atlas Rd, Cedar Park, TX 78613, United States",5,4960,YES,pane glazing work; window product line; window replacement/installation,False,high,"Window Installation in Cedar Park, TX | (512) 529-8612 Texas Windows Direct LLC .",site scrape,YES,1,,
TG Carpentry Austin TX,http://tgcarpentryaustintx.com/,tgcarpentryaustintx.com,+1 512-626-7321,,5,15,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
That 1 Painter Austin,https://that1painter.com/austin,that1painter.com,+1 512-373-0002,"12357 Riata Trace Pkwy, Austin, TX 78727, United States",4.8,1085,NO,window cleaning; window treatments,False,medium,. Services Interior Painting Exterior Painting Cabinet Painting Deck Staining Fence Staining Pressure Washing Drywall Repair Limewash Brick Painting Stucco Repair Popcorn Ceiling Removal Repair & Mai,site scrape,NO,1,,
The Audio Group,,,+1 214-575-6322,"8282 Spring Valley Rd #100, Dallas, TX 75240, United States",4.6,85,NO,car audio and vehicle accessories,False,high,"theaudiogroupdallas.com ('Stereos') and listings for 8282 Spring Valley Rd #100, Dallas: 'a premier provider of automotive audio and accessory solutions... installations and repairs for automotive systems, including radios, backup cameras, and ignition components'.",web search,NO_WEBSITE,1,,
The Black Sheep Window Care,https://theblacksheepwindowcare.jobbersites.com/,theblacksheepwindowcare.jobbersites.com,+1 737-256-0072,,5,3,NO,window cleaning/washing,False,medium,,name/review keywords,UNREACHABLE,1,,
The Blind Lady,http://www.blindlady.com/,blindlady.com,+1 512-736-2500,"12400 State Hwy 71, Bee Cave, TX 78738, United States",5,8,NO,window treatments,False,medium,Your Window Covering Experts!,site scrape,NO,1,,
The Broken Window,,,+1 737-231-6177,"12831 Meehan Dr, Austin, TX 78727, United States",0,0,UNRESOLVED,window in name but service type unconfirmed,False,low,"Two searches found no business page for 'The Broken Window' and nothing at 12831 Meehan Dr, Austin TX 78727; results were other Austin glass/window repair firms (Glass Doctor, Glass Rehab, B&B Plate G",no usable evidence,NO_WEBSITE,1,,
The Brothers That Just Do Gutters,https://central-dfw.brothersgutters.com/,central-dfw.brothersgutters.com,+1 972-957-7598,"4900 Calvert St Unit B106, Dallas, TX 75247, United States",4.9,532,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
The Burke Company,http://theburkecompany.com/,theburkecompany.com,+1 214-887-0005,"722 Paulus Ave, Dallas, TX 75214, United States",4.7,6,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
The Door Doctor of South Florida Inc.,https://www.thedoordoctor.net/,thedoordoctor.net,+1 954-491-0039,"1188 NE 47th St, Oakland Park, FL 33334, United States",4.9,331,YES,installs/replaces windows; named window styles; pane glazing work; window product line; window replacement/installation; windows & doors,False,high,"Doctor of South Florida . The Door Doctor of South FL| Garage Doors, Openers, Entry Doors & Windows Repair Garage Door Repair Broken Springs Garage Door Opener Repair Maintenance & Tune-Ups Service P",site scrape,YES,1,,
The Door Man,,,+1 512-964-8664,,0,0,UNRESOLVED,insufficient signal,False,low,"The phone 512-964-8664 appears in a Yellow Pages door-repair listing for Manchaca TX 78652, with a customer review saying 'Dennis ... installed wooden french doors'. No business page found and no wind",no usable evidence,NO_WEBSITE,1,,
The Front Door Company,https://thefrontdoorco.com/,thefrontdoorco.com,+1 512-459-9034,"9222 Burnet Rd #104, Austin, TX 78758, United States",4.7,126,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
The Glass Guru,https://www.theglassguru.com/locations/austin-south-tx/?utm_source=GMB&utm_medium=profile_website_link,theglassguru.com,+1 512-862-9406,"11190 Circle Dr #490, Austin, TX 78736, United States",4.9,828,YES,installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,"ds of residential and commercial customers across the U.S. and Canada. We specialize in window glass replacement, insulated glass repair, window restoration, custom shower enclosures, mirrors, screens",site scrape,YES,1,,
The Glass Guy Glass Repair,https://www.theglassguytx.com/,theglassguytx.com,+1 682-216-5638,,5,180,YES,insulated glass unit work; pane glazing work; window product line; window replacement/installation; windows & doors,False,high,"meless shower glass for every style Partner with a company dedicated to excellence in window and door installations, ensuring each project is handled with precision and care.",site scrape,YES,2,,
The Glass House Inc,http://www.glasshousetexas.com/,glasshousetexas.com,+1 512-632-4656,"501 W Powell Ln #211, Austin, TX 78753, United States",2.5,2,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
The Glassinator,,,+1 214-960-6730,,5,0,UNRESOLVED,unknown (glass-related),False,low,"A Yelp listing 'THE GLASSINATOR - Dallas, Texas' exists but no category, service description or contact detail is indexed; the second search surfaced no company content at all.",no usable evidence,NO_WEBSITE,1,,
The Great Curtain Company,https://www.austincurtains.com/,austincurtains.com,+1 512-535-3482,"6611 S MoPac Expy #200a, Austin, TX 78749, United States",4.9,43,NO,window treatments,False,medium,"Custom Window Treatments, Shades, Drapery in Austin, TX .",site scrape,NO,1,,
The Gutters Wizards | Dallas,https://gutterswizard.com/,gutterswizard.com,+1 469-246-3135,"1720 Regal Row suite 322, Dallas, TX 75235, United States",5,6,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
The Handy Hippie,https://www.thehandyhippie.com/,thehandyhippie.com,+1 512-888-2173,,4.9,52,YES,window replacement/installation,False,high,"Explore pressure washing → Doors & Windows Door and window repairs, replacement, trim, hardware, and weatherproofing.",site scrape,YES,1,,
The Home Depot,https://www.homedepot.com/l/Lemmon-Avenue/TX/Dallas/75209/589?emt=MSGoogleMaps,homedepot.com,+1 214-654-9939,"6110 Lemmon Ave, Dallas, TX 75209, United States",4.2,2536,NO,window tint/film; window treatments,False,medium,i Blinds Vertical Blinds Wood Blinds Blackout Shades Roman Shades Solar Shades Pleated Shades Window Film Shop Hardware Curtain Rods Curtain Hardware REFRESH YOUR WINDOW TREATMENTS Explore custom bli,site scrape,NO,2,+1 844-476-2140,"2610 Fort Worth Ave, Dallas, TX 75211, United States"
