company_name,website,domain,city,state,phone,address,rating,review_count,status,basis,confidence,source
Optimal Windows Yes,https://www.optimalwindows.com/?utm_source=google_business_profile&utm_medium=organic,optimalwindows.com,Plano,TX,+1 972-768-1999,"5760 Legacy Dr b3366, Plano, TX 75024, United States",5,51,YES,"Window and patio door replacement/installation - vinyl, fiberglass, aluminum-clad wood (Burris, Pella, Lincoln, WinDor)",high,verified last run (web search)
Energy One Windows of Dallas/Ft. Worth Yes,https://energyonewindows.com/,energyonewindows.com,Irving,TX,+1 972-719-7801,"580 Decker Dr #125, Irving, TX 75062, United States",5,208,YES,Replacement window and patio/sliding glass door installation for homeowners,high,verified last run (web search)
Window World of Austin Yes,https://www.windowworldaustin.com/,windowworldaustin.com,Austin,TX,+1 512-383-1222,"5812 Trade Center Dr #300, Austin, TX 78744, United States",4.8,353,YES,name states window installation/replacement/doors,high,name + review keyword filter
Window World of Dallas-Fort Worth Yes,https://www.windowworlddfw.com/,windowworlddfw.com,Richardson,TX,+1 972-623-9993,"600 N Coit Rd Ste 2052, Richardson, TX 75080, United States",4.7,789,YES,"Vinyl replacement window installation, plus doors and siding (Richardson location of the same DFW franchise)",high,verified last run (web search)
Windowman of South Florida Yes,http://windowmanflorida.com/,windowmanflorida.com,Fort Lauderdale,FL,+1 954-946-1553,"6001 Powerline Rd Ste A, Fort Lauderdale, FL 33309, United States",3.5,22,YES,window in name + review describes window work,high,name + review keyword filter
Window World of Rockford Yes,https://www.windowworldrockford.com/,windowworldrockford.com,Loves Park,IL,+1 815-395-1333,"6010 Forest Hills Rd, Loves Park, IL 61111, United States",4.7,426,YES,name states window installation/replacement/doors,high,name + review keyword filter
Window Yes,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nAbM2KHS52aXjyxjGp9r0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.570114&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Dallas,TX,,"6025 Hunters View Ln, Dallas, TX 75232, United States",,,YES,window in name + review describes window work,high,name + review keyword filter
Dream Builders Construction Yes,https://www.bestglassflorida.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3795594895127369423,bestglassflorida.com,Davie,FL,+1 754-257-0379,"6099 Stirling Rd Ste 103, Davie, FL 33314, United States",5,24,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Omega Glass & Mirror Co Yes,http://omegaglassdallas.com/,omegaglassdallas.com,Dallas,TX,+1 214-821-8283,"6212 Mercedes Ave, Dallas, TX 75214, United States",4.7,37,YES,"Windows, plate glass and insulated glass supply and installation; storefronts",high,verified last run (web search)
BlueCyclone Window A/C Services Yes,https://www.facebook.com/BlueCyclone-Handyman-Services-110902136913763/,facebook.com,Dallas,TX,+1 214-228-4363,"6423 S R L Thornton Fwy, Dallas, TX 75232, United States",3.6,5,YES,Stocks windows and provides framing and installation services including window and door installations,medium,verified last run (web search)
JVR Impact Windows & Doors Yes,https://www.jvrwindows.com/,jvrwindows.com,Oakland Park,FL,+1 954-902-4418,"650 NE 44th St, Oakland Park, FL 33334, United States",4.6,211,YES,name states window installation/replacement/doors,high,name + review keyword filter
Austin Residential Window Replacement Yes,https://austinresidentialwindowreplacement.com/,austinresidentialwindowreplacement.com,Austin,TX,+1 512-379-6857,"6500 River Pl Blvd Building 7C, Austin, TX 78730, United States",0,0,YES,name states window installation/replacement/doors,high,name + review keyword filter
Window Depot USA of Austin TX Yes,https://windowdepotaustin.com/,windowdepotaustin.com,Austin,TX,+1 512-201-6447,"6514 McNeil Dr Ste 1-100, Austin, TX 78729, United States",4.2,17,YES,name states window installation/replacement/doors,high,name + review keyword filter
King's Window Services LLC Yes,https://www.kingswindowservices.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp,kingswindowservices.com,North Richland Hills,TX,+1 817-512-5714,"6515 Smithfield Rd c, North Richland Hills, TX 76182, United States",4.9,166,YES,"Full window replacement, window repair, foggy glass repair (also window cleaning and screen repair)",high,verified last run (web search)
Lone Star Glass and Aluminum Yes,https://lonestarglassandaluminum.com/,lonestarglassandaluminum.com,Dallas,TX,+1 972-748-9481,"6526 Maryibel Cir, Dallas, TX 75237, United States",4.6,14,YES,"Window installation and glass replacement, commercial window replacement, aluminum storefront/storefront glass windows, 24/7 emergency glass replacement and board-up",high,verified last run (web search)
Metroplex Door Repair LLC Yes,http://metroplexdoorrepair.llc/,metroplexdoorrepair.llc,Dallas,TX,+1 469-328-6628,"6611 Lockheed Ave, Dallas, TX 75209, United States",4.6,36,YES,"Commercial and residential glass installation/replacement including windows, storefront glass, partitions and facades",high,verified last run (web search)
Austin Sliding Door and Window Repair Yes,https://austinslidingdoorrepair.com/,austinslidingdoorrepair.com,Austin,TX,+1 512-621-5542,"6705 US-290 #502-278, Austin, TX 78735, United States",4.7,43,YES,name states window installation/replacement/doors,high,name + review keyword filter
JCAB Enterprises - Impact Windows & Doors Yes,https://jcabinc.com/,jcabinc.com,Oakland Park,FL,+1 954-288-4798,"700 NE 40th Ct, Oakland Park, FL 33334, United States",4.9,70,YES,name states window installation/replacement/doors,high,name + review keyword filter
Foggy Window Repair Yes,https://www.foggywindowrepair.com/,foggywindowrepair.com,Irving,TX,+1 972-693-6449,"700 Redbird Dr, Irving, TX 75061, United States",4.4,149,YES,"Foggy/failed insulated glass unit replacement, window glass installation, replacement and repair",high,verified last run (web search)
Austin Window and Door Yes,https://austinwindowanddoor.com/,austinwindowanddoor.com,Austin,TX,+1 844-578-3096,"701 Tillery St, Austin, TX 78702, United States",4.2,5,YES,name states window installation/replacement/doors,high,name + review keyword filter
Apex Windows & Glass Yes,https://apexwindowstx.com/,apexwindowstx.com,McKinney,TX,+1 214-263-3008,"7200 W University Dr, McKinney, TX 75071, United States",5,61,YES,"Foggy glass replacement, double-pane window repair, insulated glass unit (IGU) replacement",high,verified last run (web search)
JDM Sliding Door & Window Repair Yes,https://slidingdoorrepairft.com/broward,slidingdoorrepairft.com,Fort Lauderdale,FL,+1 954-689-2155,"721 NE 3rd Ave, Fort Lauderdale, FL 33304, United States",4.9,617,YES,name states window installation/replacement/doors,high,name + review keyword filter
Sliding Door Repair Dallas Yes,https://slidingdoorsrepairdallas.com/,slidingdoorsrepairdallas.com,Dallas,TX,+1 346-353-2018,"7315 Gaston Ave, Dallas, TX 75214, United States",5,7,YES,Window installation and broken-glass repair alongside sliding/patio door repair and glass door replacement,medium,verified last run (web search)
Amy's Home Services Yes,https://www.facebook.com/Amys-janitorial-services-1057382640944478/,facebook.com,Austin,TX,+1 512-653-4582,"7601 Daffan Ln #125, Austin, TX 78724, United States",4.3,35,YES,Stocks windows and provides framing and installation services including window and door installations,medium,verified last run (web search)
Arizona Window & Door Store Yes,https://azwds.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,azwds.com,Scottsdale,AZ,+1 480-450-1953,"7625 E Redfield Rd #400, Scottsdale, AZ 85260, United States",4.9,1312,YES,name states window installation/replacement/doors,high,name + review keyword filter
TJ Window & Door Repair Yes,https://tjwindowrepair.com/?utm_source=omg-gbp&utm_medium=webclick,tjwindowrepair.com,Oakland Park,FL,+1 954-765-6316,"784 NE 44th St, Oakland Park, FL 33334, United States",4.9,69,YES,name states window installation/replacement/doors,high,name + review keyword filter
Clarity Windows and Doors Yes,http://www.claritywindows.com/,claritywindows.com,Coppell,TX,+1 972-393-3991,"800 Freeport Pkwy #150, Coppell, TX 75019, United States",4.9,580,YES,"Window installation, window repair, storm windows, door installation",high,verified last run (web search)
Foster Windows and Doors Yes,https://fosterwindowsanddoors.com/,fosterwindowsanddoors.com,Wilton Manors,FL,+1 954-566-6524,"800 NE 26th St, Wilton Manors, FL 33305, United States",3.5,17,YES,name states window installation/replacement/doors,high,name + review keyword filter
Glass Doctor of Fort Lauderdale Yes,https://glassdoctor.com/fort-lauderdale?cid=LSTL_MGD000191&utm_source=gmb&utm_campaign=local&utm_medium=organic,glassdoctor.com,Oakland Park,FL,+1 954-302-7909,"800 NE 45th St Bldg A, Oakland Park, FL 33334, United States",4.7,747,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Pella Doors and Windows of Phoenix Yes,https://www.pella.com/locations/az/phoenix/?utm_source=google&utm_medium=organic&utm_campaign=gbp,pella.com,Phoenix,AZ,+1 480-571-6199,"801 South 75th Avenue Ste 100, Phoenix, AZ 85043, United States",4.1,33,YES,Replacement window and door sales and installation,high,verified last run (web search)
Don Young Co Yes,http://www.dycwindows.com/,dycwindows.com,Dallas,TX,+1 214-630-0934,"8181 Ambassador Row, Dallas, TX 75247, United States",4.2,60,YES,"Manufactures aluminum and vinyl replacement/new-construction windows; company-owned branches handle retail sales and installation, and they list homeowners among customers served",low,verified last run (web search)
Valencia Remodeling and Construction Yes,http://www.valenciaremodeling.com/,valenciaremodeling.com,Dallas,TX,+1 469-656-5402,"8204 Elmbrook Dr #205, Dallas, TX 75247, United States",4.9,35,YES,"Energy-efficient Low-E window sales and installation, plus glass replacements",high,verified last run (web search)
Alside Yes,https://www.alside.com/,alside.com,Austin,TX,+1 512-926-6249,"8301 Springdale Rd Ste 100, Austin, TX 78724, United States",4.1,28,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Blue Hammer Roofing Yes,https://bluehammerroofing.com/areas-served/dallas/?utm_campaign=gmb&utm_medium=organic&utm_source=google,bluehammerroofing.com,Dallas,TX,+1 469-564-8357,"8330 Lyndon B Johnson Fwy B604, Dallas, TX 75243, United States",4.9,1307,YES,Window services listed alongside roofing/gutters; a customer review describes a side window replaced with the roof,low,verified last run (web search)
JUST ROOF GENERAL CONTRACTORS LLC Yes,https://roofremodelingsolution.com/,roofremodelingsolution.com,Dallas,TX,+1 469-797-6747,"8330 Lyndon B Johnson Fwy Ste 678, Dallas, TX 75243, United States",4.8,77,YES,Window replacement as part of exterior remodeling,high,verified last run (web search)
Legacy Exteriors Yes,https://www.legacyexteriors.com/,legacyexteriors.com,Keller,TX,+1 817-751-4460,"8801 Davis Blvd Ste 2E, Keller, TX 76248, United States",4.9,63,YES,"Custom energy-efficient replacement window and door installation, free in-home estimates, lifetime craftsmanship warranty",high,verified last run (web search)
Thermal Windows Yes,http://www.thermalwindowsdfw.com/,thermalwindowsdfw.com,Dallas,TX,+1 214-630-5885,"8808 Empress Row, Dallas, TX 75247, United States",4.6,122,YES,"Manufactures and installs vinyl, thermally-broken aluminum and fiberglass replacement windows",high,verified last run (web search)
Major Window Installation Yes,,,Fort Lauderdale,FL,+1 754-327-7825,"900 NW 6th St #111, Fort Lauderdale, FL 33311, United States",5,2,YES,name states window installation/replacement/doors,high,name + review keyword filter
Atrium Windows & Doors - Cornerstone Building Brands Yes,http://www.atrium.com/,atrium.com,Dallas,TX,+1 800-846-9556,"9001 Ambassador Row, Dallas, TX 75247, United States",3.9,91,YES,name states window installation/replacement/doors,high,name + review keyword filter
Ross Revival Yes,https://rossrevival.com/,rossrevival.com,Dallas,TX,+1 469-212-0722,"9007 San Benito Way, Dallas, TX 75218, United States",0,0,YES,"Historic wooden sash window restoration and repair: cosmetic to full sash restoration, reglazing windows, over-window flashing, custom-fabricated storm windows",high,verified last run (web search)
BrightWing Custom Exteriors Yes,http://www.brightwingcustom.com/,brightwingcustom.com,Austin,TX,+1 512-323-0124,"9086 Jollyville Rd, Austin, TX 78759, United States",5,36,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Arrow Glass and Mirror Yes,https://glassgang.com/,glassgang.com,Austin,TX,+1 512-339-4888,"9201 Brown Ln Suite 280, Austin, TX 78754, United States",4.3,33,YES,review explicitly describes window install/replacement,high,name + review keyword filter
CUSTOM SECURITY DOORS / AAA CUSTOM WINDOWS Yes,https://customsecuritydoorsandwindows.com/,customsecuritydoorsandwindows.com,Dallas,TX,+1 214-340-0078,"9310 Forest Ln #206, Dallas, TX 75243, United States",4.7,18,YES,"Vinyl and aluminum replacement windows and storm windows, single/double hung, professional installation since 1981",high,verified last run (web search)
Burglar Bars in Dallas Yes,https://www.burglarbarsindallas.com/,burglarbarsindallas.com,Dallas,TX,+1 214-340-0078,"9310 Forest Ln #206, Dallas, TX 75243, United States",4.5,4,YES,"Replacement windows (incl. vinyl replacement windows) sold and installed, alongside burglar bars and security doors",high,verified last run (web search)
Exclusive Windows & Doors Yes,http://www.exclusivewindowsanddoors.com/,exclusivewindowsanddoors.com,Austin,TX,+1 512-341-9282,"9324 Neils Thompson Dr, Austin, TX 78758, United States",4.6,11,YES,name states window installation/replacement/doors,high,name + review keyword filter
Woodruff Windows Yes,https://woodruffwindows.com/location/garland-texas/,woodruffwindows.com,Dallas,TX,+1 214-390-9426,"9330 Lyndon B Johnson Fwy #900, Dallas, TX 75243, United States",5,5,YES,"Custom-built replacement windows and doors, in-house install crews; Garland/DFW",high,verified last run (web search)
The Window Source of Austin Yes,https://www.windowsourceaustin.com/,windowsourceaustin.com,Austin,TX,+1 512-524-9455,"9415 Burnet Rd Ste 309A, Austin, TX 78758, United States",5,0,YES,name states window installation/replacement/doors,high,name + review keyword filter
Luma Exteriors Yes,https://lumaexteriors.com/,lumaexteriors.com,Austin,TX,+1 512-201-1818,"9600 Escarpment Blvd Ste 745-27, Austin, TX 78749, United States",5,29,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Glass Doctor Home + Business of Austin Yes,https://glassdoctor.com/austin-tx-home-business?cid=LSTL_MGD000191&utm_source=gmb&utm_campaign=local&utm_medium=organic,glassdoctor.com,Austin,TX,+1 512-782-8409,"9701 Dessau Rd Ste 805, Austin, TX 78754, United States",4.7,860,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Accolade Windows & Doors Replacement Yes,http://www.accoladewindows.com/,accoladewindows.com,Austin,TX,+1 512-288-8354,"9705 Research Blvd Ste C2, Austin, TX 78759, United States",4.8,174,YES,name states window installation/replacement/doors,high,name + review keyword filter
NuevaVista Windows Yes,,,Dallas,TX,+1 945-232-1378,"9848 Monroe Dr office b, Dallas, TX 75220, United States",4.7,9,YES,window in name + review describes window work,high,name + review keyword filter
RainTight General Contracting Yes,http://www.raintight.net/,raintight.net,Dallas,TX,+1 214-693-6196,"9903 Carnegie Dr, Dallas, TX 75228, United States",4.8,20,YES,Window installation; windows are a headline service alongside roofing and gutters,high,verified last run (web search)
Boca Impact Window and Door Yes,https://www.bocaimpactwd.com/?utm_source=google&utm_medium=organic&utm_campaign=GBPListing-Boca-Raton-FL,bocaimpactwd.com,Boca Raton,FL,+1 561-556-4539,"Bay 17, 3601 N Dixie Hwy, Boca Raton, FL 33431, United States",5,68,YES,name states window installation/replacement/doors,high,name + review keyword filter
"Taroja’s Prime Glass Yes Bliss, Victoria Hills, Bago Aplaya, Talomo, Davao City, 8000 Davao del Sur 0906 249 0862",https://www.facebook.com/share/14gsAoCquU/?mibextid=wwXIfr,facebook.com,,,,,5,0,YES,Stocks windows and provides framing and installation services including window and door installations,medium,verified last run (web search)
Glacier glass and mirror Yes,http://glacierglassandmirror.com/,glacierglassandmirror.com,,,+1 945-268-0721,"Dallas, TX 75243, United States",5,2,YES,Same-day broken window glass repair/replacement; glass office door installation,low,verified last run (web search)
Autograph Construction Yes,https://autographconstruction.com/,autographconstruction.com,,,+1 214-210-0202,"Dallas, TX 75372, United States",4.8,145,YES,"Window installation listed as a service alongside roofing, siding, gutters and patio covers",high,verified last run (web search)
"RK Glass and Aluminum Works Yes purok 10, Poblacion, Valencia City, 8709 Bukidnon 0927 579 6033",https://www.facebook.com/RkGlassandAluminumWorks,facebook.com,,,,,5,2,YES,Stocks windows and provides framing and installation services including window and door installations,medium,verified last run (web search)
Ringer Windows Yes,http://ringerwindows.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=Austin,ringerwindows.com,Austin,TX,+1 512-309-4624,"Sales Office Only by appointment only, 7901 Cameron Rd Bldg 1 Ste 112, Austin, TX 78754, United States",4,16,YES,window in name + review describes window work,high,name + review keyword filter
XLR8 Industries LLC Yes,https://xlr8ind.com/,xlr8ind.com,Dallas,TX,+1 214-457-2814,"W Kiest Blvd, Dallas, TX 75236, United States",5,5,YES,"Window glass replacement, broken/cracked glass panel repair, sliding glass door repair, commercial glass repair, emergency board-up",high,verified last run (web search)
