company_name,website,domain,city,state,phone,address,rating,review_count,status,basis,confidence,source
N&M Remodeling Yes,,,Austin,TX,+1 512-429-9269,"6855 E Hwy 290 #169, Austin, TX 78723, United States",3,2,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Fast Glass Guys Yes,http://fastglassguys.com/,fastglassguys.com,Fort Lauderdale,FL,+1 954-969-9888,"6874 NW 20th Ave, Fort Lauderdale, FL 33309, United States",4.9,80,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Impact Hail Solutions Yes,https://impacthail.com/,impacthail.com,Dallas,TX,+1 469-498-2150,"6901 Maple Ave, Dallas, TX 75235, United States",5,32,NO,Auto body shop / paintless dent repair for vehicle hail damage,high,verified last run (web search)
LV Design & Build Yes,https://lvbuild.com/,lvbuild.com,Austin,TX,+1 512-669-8838,"6901 Villita Cove, Austin, TX 78741, United States",4.9,36,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Austin Glass & Doors Yes,https://austin-glass.ueniweb.com/?utm_campaign=gmb,austin-glass.ueniweb.com,Austin,TX,+1 512-618-1305,"6903 Granger Dr, Austin, TX 78744, United States",2.3,233,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Final Draft Construction Yes,http://finaldc.com/,finaldc.com,Austin,TX,+1 512-559-7777,"6905 Beauford Dr, Austin, TX 78750, United States",5,105,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Azaz auto glass and tinting Yes,https://azazautoaustin.com/,azazautoaustin.com,Austin,TX,+1 512-825-7430,"6907 Windrift Way, Austin, TX 78745, United States",4.9,492,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
Vested Roofing Services Yes,,,Dallas,TX,+1 214-334-2954,"6912 Sweet Sue Ln, Dallas, TX 75241, United States",4,5,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
J&J Home Maintenance LLC Yes,https://jjhomesmaintenance.com/,jjhomesmaintenance.com,Loves Park,IL,+1 779-335-4133,"6914 Forest Hills Rd A, Loves Park, IL 61111, United States",0,0,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
JCAB Enterprises - Impact Windows & Doors Yes,https://jcabinc.com/,jcabinc.com,Oakland Park,FL,+1 954-288-4798,"700 NE 40th Ct, Oakland Park, FL 33334, United States",4.9,70,YES,name states window installation/replacement/doors,high,name + review keyword filter
Foggy Window Repair Yes,https://www.foggywindowrepair.com/,foggywindowrepair.com,Irving,TX,+1 972-693-6449,"700 Redbird Dr, Irving, TX 75061, United States",4.4,149,YES,"Foggy/failed insulated glass unit replacement, window glass installation, replacement and repair",high,verified last run (web search)
Revival Restoration ATX Yes,https://www.revivalrestorationatx.com/,revivalrestorationatx.com,Austin,TX,+1 737-204-1475,"7009 Woodhue Dr B, Austin, TX 78745, United States",5,379,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
AutoGlass Rehab Yes,https://www.myautoglassrehab.com/?utm_campaign=gmb,myautoglassrehab.com,Dallas,TX,+1 214-393-5972,"701 Commerce St, Dallas, TX 75202, United States",4.7,250,NO,Mobile auto glass repair and replacement,high,verified last run (web search)
Southern Star Mobile Auto Glass Specialist Austin Yes,https://southernstarautoglassspecialist.com/austin/,southernstarautoglassspecialist.com,Austin,TX,+1 737-352-5241,"701 Driskill St, Austin, TX 78701, United States",0,0,NO,Mobile auto glass specialist,low,verified last run (web search)
FastFrame & The Westlake Gallery Yes,https://fastframewestlake.com/?utm_source=google&utm_medium=local&utm_campaign=gmb,fastframewestlake.com,Austin,TX,+1 512-306-0999,"701 S Capital of Texas Hwy Ste D-460, Austin, TX 78746, United States",4.8,92,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Ideal Siding Austin Yes,https://idealsiding.com/us/locations/siding-austin/,idealsiding.com,Austin,TX,+1 737-259-6365,"701 Tillery St #12, Austin, TX 78702, United States",5,31,NO,"Siding contractor (vinyl, Hardie, cedar, metal)",medium,verified last run (web search)
Thrive Outdoor Solutions of Austin Yes,https://www.thriveoutdoorsolutions.com/,thriveoutdoorsolutions.com,Austin,TX,+1 877-317-1914,"701 Tillery St #12, Austin, TX 78702, United States",4.9,141,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Reclamation Design Studio Yes,https://reclamationatx.com/,reclamationatx.com,Austin,TX,+1 720-299-5906,"701 Tillery St, Austin, TX 78702, United States",5,35,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Austin Window and Door Yes,https://austinwindowanddoor.com/,austinwindowanddoor.com,Austin,TX,+1 844-578-3096,"701 Tillery St, Austin, TX 78702, United States",4.2,5,YES,name states window installation/replacement/doors,high,name + review keyword filter
Window Solar Screens Yes,https://www.windowsolarscreenss.com/,windowsolarscreenss.com,Dallas,TX,+1 214-482-3098,"7010 Benning Ave, Dallas, TX 75227, United States",5,16,NO,Solar screen and window screen fabrication and installation,high,verified last run (web search)
GP Drapery Yes,http://www.gpdrapery.com/,gpdrapery.com,Dallas,TX,+1 214-856-8482,"7015 Twin Hills Ave #145, Dallas, TX 75231, United States",4.7,13,NO,Custom drapery and motorized window treatments,high,verified last run (web search)
Solar screen savers Yes,,,Dallas,TX,+1 972-679-0133,"7019 Bates St, Dallas, TX 75227, United States",4.9,107,NO,window tint/film only,high,name + review keyword filter
Excellence Appliance Repair Yes,https://excellenceappliancerepair.com/austin/,excellenceappliancerepair.com,Austin,TX,+1 512-548-2059,"7035 Bee Caves Rd Ste 102, Austin, TX 78746, United States",5,254,NO,"unrelated trade, no window signal",high,name + review keyword filter
LOA Construction and Austin Roofing Yes,https://www.loaconstruction.com/austin/?utm_campaign=gmb&utm_medium=organic&utm_source=gmblisting,loaconstruction.com,Austin,TX,+1 512-375-3654,"706 W Ben White Blvd Ste 200B, Austin, TX 78704, United States",5,991,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Austin Auto Glass Yes,https://www.austinautoglasstexas.com/,austinautoglasstexas.com,Austin,TX,+1 512-523-5512,"7103 Meador Ave, Austin, TX 78752, United States",4.6,21,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
Alamo Glass Yes,https://www.alamoaustin.com/,alamoaustin.com,Austin,TX,+1 512-452-5731,"7123 N Lamar Blvd, Austin, TX 78752, United States",4.7,326,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Sidingrepairservicewestlakehills Yes,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=St04GcOPTVi4Q9k-4KzWIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.23833&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,West Lake Hills,TX,+1 582-285-5078,"715 Windsong Trail, West Lake Hills, TX 78746, United States",,,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Midwest Seamless Gutters and Siding Yes,https://www.midwestseamlessguttersandsiding.com/,midwestseamlessguttersandsiding.com,Rockford,IL,+1 815-708-8113,"7194 Vandiver Rd, Rockford, IL 61112, United States",4.7,306,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Texas Window Store of Austin Yes,https://www.texaswindowstore.com/austin/,texaswindowstore.com,Cedar Park,TX,+1 512-360-0612,"720 S Bell Blvd Bldg 7D, Cedar Park, TX 78613, United States",4.9,60,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Apex Windows & Glass Yes,https://apexwindowstx.com/,apexwindowstx.com,McKinney,TX,+1 214-263-3008,"7200 W University Dr, McKinney, TX 75071, United States",5,61,YES,"Foggy glass replacement, double-pane window repair, insulated glass unit (IGU) replacement",high,verified last run (web search)
JDM Sliding Door & Window Repair Yes,https://slidingdoorrepairft.com/broward,slidingdoorrepairft.com,Fort Lauderdale,FL,+1 954-689-2155,"721 NE 3rd Ave, Fort Lauderdale, FL 33304, United States",4.9,617,YES,name states window installation/replacement/doors,high,name + review keyword filter
All Star Window Tint Yes,,,Rockford,IL,+1 815-243-6247,"721 Tamarack Ln, Rockford, IL 61107, United States",4.9,77,NO,window tint/film only,high,name + review keyword filter
Radio Window Co. Yes,https://radiowindow.com/,radiowindow.com,Rockford,IL,+1 888-265-8205,"7210 E State St Ste 102, Rockford, IL 61108, United States",5,2,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Surface Solutions - Commercial Window Cleaning Services Yes,https://surfacesolutionstx.com/,surfacesolutionstx.com,Austin,TX,+1 512-926-7000,"7212 McNeil Dr Ste 205, Austin, TX 78729, United States",5,502,NO,window cleaning/washing,high,name + review keyword filter
Capitol City Tint / Mobile Service Yes,http://austintz.com/,austintz.com,Austin,TX,+1 512-865-9703,"730 Gunter St, Austin, TX 78702, United States",4.7,4717,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Elevate Windows Yes,https://www.goelevatewindows.com/,goelevatewindows.com,Phoenix,AZ,+1 480-934-0840,"7301 N 16th St Ste 102, Phoenix, AZ 85020, United States",4.9,94,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Sliding Door Repair Dallas Yes,https://slidingdoorsrepairdallas.com/,slidingdoorsrepairdallas.com,Dallas,TX,+1 346-353-2018,"7315 Gaston Ave, Dallas, TX 75214, United States",5,7,YES,Window installation and broken-glass repair alongside sliding/patio door repair and glass door replacement,medium,verified last run (web search)
Crane's Home Repair Yes,,,Rockford,IL,+1 815-243-2152,"732 S Horace Ave, Rockford, IL 61102, United States",1,104,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
787 Construction Yes,http://www.787construction.com/,787construction.com,Austin,TX,+1 512-240-6738,"7415 Southwest Pkwy Bldg 6 Ste 500, Austin, TX 78735, United States",5,110,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Pecos Builders Yes,https://pecosbuilders.com/,pecosbuilders.com,Austin,TX,+1 512-766-5564,"7415 Southwest Pkwy, Austin, TX 78735, United States",5,9,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Torres Window Tint (Mobile service) Yes,https://torreswindowtinttx.com/,torreswindowtinttx.com,Dallas,TX,+1 214-469-6265,"7423 Cortland Ave, Dallas, TX 75235, United States",4.9,87,NO,"Mobile window tinting, PPF and ceramic coating",high,verified last run (web search)
Ivory Maids Yes,http://ivorymaids.com/,ivorymaids.com,Dallas,TX,+1 214-833-8822,"7425 La Vista Dr, Dallas, TX 75214, United States",5,20,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
MOE'S TIRES & AUTO REPAIR Yes,http://moeautorepair.com/,moeautorepair.com,Dallas,TX,+1 682-557-1846,"7458 S Lancaster Rd, Dallas, TX 75241, United States",4.8,502,NO,tire shop and general auto repair,high,verified last run (web search)
Elite Roofing LLC Yes,https://www.eliteroofpro.com/areas-we-serve/leading-roofer-in-austin,eliteroofpro.com,Austin,TX,+1 512-379-7663,"7500 Rialto Blvd #250, Austin, TX 78735, United States",4.9,287,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Mr. Handyman of South Austin/Lakeway Yes,https://www.mrhandyman.com/south-austin-lakeway/?cid=LSTL_MHM000197&utm_source=gmb&utm_campaign=local&utm_medium=organic,mrhandyman.com,Austin,TX,+1 512-456-3443,"7509 Menchaca Rd Unit 104, Austin, TX 78745, United States",4.9,264,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Amazin tints Yes,http://www.amazintints.com/,amazintints.com,Fort Lauderdale,FL,+1 754-307-4233,"751 NW 57th St Unit 1, Fort Lauderdale, FL 33309, United States",4.9,62,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
GreenTex Home Improvement Yes,https://greentexwindows.com/,greentexwindows.com,Leander,TX,+1 512-900-5946,"751 Silver Creek Dr, Leander, TX 78641, United States",5,44,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Tony's painting and remodeling Llc Yes,http://www.tonyspaintingandremodelingllc.com/,tonyspaintingandremodelingllc.com,Dallas,TX,+1 214-815-8085,"7544 Marietta Ln, Dallas, TX 75241, United States",4.9,111,NO,Painting and remodeling contractor,medium,verified last run (web search)
Greenline Remodeling Yes,https://greenlineremodeling.com/,greenlineremodeling.com,Fort Lauderdale,FL,+1 954-840-8844,"760 NW 7th Terrace, Fort Lauderdale, FL 33311, United States",5,167,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Window Genie of W Austin San Marcos and Dripping Springs Yes,https://www.windowgenie.com/west-austin/?cid=LSTL_WDG000206&utm_source=gmb&utm_campaign=local&utm_medium=organic,windowgenie.com,Austin,TX,+1 512-649-7288,"7600 Burnet Rd, Austin, TX 78757, United States",4.8,401,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Affluent Contractors Yes,http://www.affluentcontractors.com/,affluentcontractors.com,Austin,TX,+1 512-299-0102,"7600 Chevy Chase Dr Bldg 2 suite 300, Austin, TX 78752, United States",3.9,14,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Arcadia Texas Inc. Yes,http://arcadiainc.com/,arcadiainc.com,Dallas,TX,+1 469-210-8245,"7601 Ambassador Row #102, Dallas, TX 75247, United States",4.4,449,NO,"Manufacturer/supplier of architectural aluminum framing systems (curtain wall, storefront, windows)",medium,verified last run (web search)
Amy's Home Services Yes,https://www.facebook.com/Amys-janitorial-services-1057382640944478/,facebook.com,Austin,TX,+1 512-653-4582,"7601 Daffan Ln #125, Austin, TX 78724, United States",4.3,35,YES,Stocks windows and provides framing and installation services including window and door installations,medium,verified last run (web search)
Arizona Window & Door Store Yes,https://azwds.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,azwds.com,Scottsdale,AZ,+1 480-450-1953,"7625 E Redfield Rd #400, Scottsdale, AZ 85260, United States",4.9,1312,YES,name states window installation/replacement/doors,high,name + review keyword filter
Austin's Custom Tops Yes,http://www.austinscustomtops.com/,austinscustomtops.com,Austin,TX,+1 512-501-5750,"7700 State Hwy 71 #130, Austin, TX 78735, United States",5,25,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Power Home Remodeling Yes,https://powerhrg.com/,powerhrg.com,Austin,TX,+1 512-961-4491,"7701 Metropolis Dr Bldg 12 suite 300, Austin, TX 78744, United States",4.5,2223,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Septic Squad Yes,https://septicsquad.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,septicsquad.com,Austin,TX,+1 737-289-4333,"7710 Rialto Blvd, Austin, TX 78735, United States",5,278,NO,"unrelated trade, no window signal",high,name + review keyword filter
DFW Window Film Inc Yes,https://www.dfwwindowfilm.com/,dfwwindowfilm.com,Dallas,TX,+1 214-888-3456,"7712 Meadowhaven Dr, Dallas, TX 75254, United States",5,109,NO,Residential and commercial window film installer,high,verified last run (web search)
Homeva Yes,http://www.thehomeva.com/,thehomeva.com,Austin,TX,+1 512-253-2283,"7727 Burnet Rd, Austin, TX 78757, United States",5,31,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Supreme Garage Door Repair Yes,https://www.supremegaragedoortx.com/,supremegaragedoortx.com,Dallas,TX,+1 214-915-0384,"7765 El Pensador Dr, Dallas, TX 75248, United States",4.9,698,NO,"unrelated trade, no window signal",high,name + review keyword filter
Sunsational Solutions Yes,http://sunsationalsolutions.com/,sunsationalsolutions.com,Austin,TX,+1 512-246-8468,"7801 N Lamar Blvd c63, Austin, TX 78752, United States",4.9,41,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
TJ Window & Door Repair Yes,https://tjwindowrepair.com/?utm_source=omg-gbp&utm_medium=webclick,tjwindowrepair.com,Oakland Park,FL,+1 954-765-6316,"784 NE 44th St, Oakland Park, FL 33334, United States",4.9,69,YES,name states window installation/replacement/doors,high,name + review keyword filter
Super Car Audio and Tint Yes,http://supercaraudio.com/,supercaraudio.com,Dallas,TX,+1 214-398-8885,"7900 S Great Trinity Forest Way, Dallas, TX 75217, United States",4.8,455,NO,"Car audio installation, car alarms and automotive window tint",high,verified last run (web search)
April Building Services Yes,https://aprilservices.com/,aprilservices.com,Dallas,TX,+1 214-630-7215,"7929 Brookriver Dr Ste. 325, Dallas, TX 75247, United States",3.8,12,NO,"Commercial high-rise window cleaning, waterproofing and building restoration",high,verified last run (web search)
Window Craft Interiors Yes,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4gyqmLeNlV6yLoi0ZkLfpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.084245965&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Rockford,IL,+1 931-584-1872,"7th St, Rockford, IL 61104, United States",,,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Clarity Windows and Doors Yes,http://www.claritywindows.com/,claritywindows.com,Coppell,TX,+1 972-393-3991,"800 Freeport Pkwy #150, Coppell, TX 75019, United States",4.9,580,YES,"Window installation, window repair, storm windows, door installation",high,verified last run (web search)
Wise Glass Yes,https://wiseglassllc.net/near-me/plano-tx-glass-shower-doors/?utm_source=gmb&utm_medium=referral,wiseglassllc.net,Plano,TX,+1 945-322-4706,"800 Fulgham Rd Suite 5, Plano, TX 75093, United States",5,101,NO,Custom frameless shower door company (4 DFW showrooms),high,verified last run (web search)
Foster Windows and Doors Yes,https://fosterwindowsanddoors.com/,fosterwindowsanddoors.com,Wilton Manors,FL,+1 954-566-6524,"800 NE 26th St, Wilton Manors, FL 33305, United States",3.5,17,YES,name states window installation/replacement/doors,high,name + review keyword filter
Glass Doctor of Fort Lauderdale Yes,https://glassdoctor.com/fort-lauderdale?cid=LSTL_MGD000191&utm_source=gmb&utm_campaign=local&utm_medium=organic,glassdoctor.com,Oakland Park,FL,+1 954-302-7909,"800 NE 45th St Bldg A, Oakland Park, FL 33334, United States",4.7,747,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Blind Tech LLC Yes,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P6o7EkSIkINJ6uuu6zajfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.38916&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Austin,TX,+1 512-339-3697,"801 Glen Rd, Austin, TX 78753, United States",,,NO,blinds/shades/shutters/drapery (window treatments),high,name + review keyword filter
Pella Doors and Windows of Phoenix Yes,https://www.pella.com/locations/az/phoenix/?utm_source=google&utm_medium=organic&utm_campaign=gbp,pella.com,Phoenix,AZ,+1 480-571-6199,"801 South 75th Avenue Ste 100, Phoenix, AZ 85043, United States",4.1,33,YES,Replacement window and door sales and installation,high,verified last run (web search)
Austin Roofing Company Yes,https://austinroofingcompany.com/,austinroofingcompany.com,Austin,TX,+1 512-640-2658,"807 Brazos St #403, Austin, TX 78701, United States",5,62,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Everglade Screen and Window Yes,https://evergladescreenandwindow.com/,evergladescreenandwindow.com,Fort Lauderdale,FL,+1 954-371-0498,"807 NE 4th Ave, Fort Lauderdale, FL 33304, United States",4.9,101,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Closet Factory Yes,https://www.closetfactory.com/locations/austin/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile&utm_content=austin_tx,closetfactory.com,Austin,TX,+1 512-541-1314,"8112 Ferguson Cutoff, Austin, TX 78724, United States",4.8,88,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Pro Tech Construction Inc Yes,https://protechconst.net/,protechconst.net,Austin,TX,+1 512-720-8303,"812 Farm to Market 1626, Austin, TX 78748, United States",4.7,83,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Texas Doors and Windows Yes,http://www.txdoorsandwindows.com/,txdoorsandwindows.com,Hutto,TX,+1 512-912-6898,"812 Tradesmens Park Loop, Hutto, TX 78634, United States",4.7,25,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Don Young Co Yes,http://www.dycwindows.com/,dycwindows.com,Dallas,TX,+1 214-630-0934,"8181 Ambassador Row, Dallas, TX 75247, United States",4.2,60,YES,"Manufactures aluminum and vinyl replacement/new-construction windows; company-owned branches handle retail sales and installation, and they list homeowners among customers served",low,verified last run (web search)
Tintxpress Mobile Tinting Yes,http://tintxpress.square.site/,tintxpress.square.site,Austin,TX,+1 512-695-8983,"8201 Cross Park Dr, Austin, TX 78754, United States",4.8,41,NO,window tint/film only,high,name + review keyword filter
Peaceful Hill Motors Yes,,,Austin,TX,+1 512-291-3001,"8201 Peaceful Hill Ln, Austin, TX 78748, United States",4.9,49,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Valencia Remodeling and Construction Yes,http://www.valenciaremodeling.com/,valenciaremodeling.com,Dallas,TX,+1 469-656-5402,"8204 Elmbrook Dr #205, Dallas, TX 75247, United States",4.9,35,YES,"Energy-efficient Low-E window sales and installation, plus glass replacements",high,verified last run (web search)
Tableaux Architectural Panels Yes,https://tableaux.com/,tableaux.com,Austin,TX,+1 512-926-6346,"8212 Bagby Dr, Austin, TX 78724, United States",5,51,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Austinstx.com Yes,https://austinstx.com/,austinstx.com,Austin,TX,+1 512-865-9703,"8216 Georgian Dr, Austin, TX 78753, United States",4.6,4621,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Snyder Commercial Glass Yes,,,Austin,TX,+1 512-833-5118,"8222 Jamestown Dr C122, Austin, TX 78758, United States",4.4,28,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Austin Roofing Company & Handyman Yes,https://austinlocalroofing.com/,austinlocalroofing.com,Austin,TX,+1 512-259-5265,"823 Congress Ave Ste 300, Austin, TX 78701, United States",4.9,48,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Custom Sounds & Tint - Burnet Rd Yes,https://www.customsounds.com/locations/8241-burnet-rd-austin-tx-78757,customsounds.com,Austin,TX,+1 512-380-1444,"8241 Burnet Rd, Austin, TX 78757, United States",4,398,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
The Audio Group Yes,,,Dallas,TX,+1 214-575-6322,"8282 Spring Valley Rd #100, Dallas, TX 75240, United States",4.6,85,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
HD shower Glass & Mari Glass Yes,,,Dallas,TX,+1 512-698-8466,"8290 S Central Expy, Dallas, TX 75241, United States",5,7,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Luxury Auto Works Yes,https://luxuryautoworks.com/location-austin/?utm_campaign=gmb&utm_medium=organic&utm_source=google,luxuryautoworks.com,Austin,TX,+1 512-881-8376,"8300 N Lamar Blvd #100, Austin, TX 78753, United States",4.7,861,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Alside Yes,https://www.alside.com/,alside.com,Austin,TX,+1 512-926-6249,"8301 Springdale Rd Ste 100, Austin, TX 78724, United States",4.1,28,YES,review explicitly describes window install/replacement,high,name + review keyword filter
All City Cleaning Yes,https://verdesolutions.squarespace.com/,verdesolutions.squarespace.com,Austin,TX,+1 737-291-5208,"8303 Cedar Elm Trail, Austin, TX 78735, United States",5,2,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Sidingrepairserviceoak hill Yes,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VlSmDtfJkppwCKKD_6cmgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.26262&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Austin,TX,+1 269-460-8945,"8305 Red Willow Dr, Austin, TX 78736, United States",,,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
7 Stars European Auto Yes,https://7starseuropeanauto.com/,7starseuropeanauto.com,Dallas,TX,+1 214-242-9420,"8330 Harry Hines Blvd, Dallas, TX 75235, United States",5,48,NO,"European car repair shop (BMW, Mercedes, Audi, Porsche)",high,verified last run (web search)
Green Bear Solutions Yes,https://www.greenbearsolutions.com/,greenbearsolutions.com,Dallas,TX,+1 888-455-4220,"8330 Lyndon B Johnson Fwy #500, Dallas, TX 75243, United States",4.5,46,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Blue Hammer Roofing Yes,https://bluehammerroofing.com/areas-served/dallas/?utm_campaign=gmb&utm_medium=organic&utm_source=google,bluehammerroofing.com,Dallas,TX,+1 469-564-8357,"8330 Lyndon B Johnson Fwy B604, Dallas, TX 75243, United States",4.9,1307,YES,Window services listed alongside roofing/gutters; a customer review describes a side window replaced with the roof,low,verified last run (web search)
JUST ROOF GENERAL CONTRACTORS LLC Yes,https://roofremodelingsolution.com/,roofremodelingsolution.com,Dallas,TX,+1 469-797-6747,"8330 Lyndon B Johnson Fwy Ste 678, Dallas, TX 75243, United States",4.8,77,YES,Window replacement as part of exterior remodeling,high,verified last run (web search)
UrbanCraft Exterior Yes,,,Austin,TX,+1 737-309-3794,"8403 Gallatin Dr, Austin, TX 78736, United States",0,0,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Rodriguez Water Damage Services Yes,,,Dallas,TX,+1 972-332-5117,"8427 Marigold Dr, Dallas, TX 75241, United States",4.5,18,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
The Sliding Door Company Fort Lauderdale *Appointments Recommended* Yes,https://www.slidingdoorco.com/ft-lauderdale/,slidingdoorco.com,Fort Lauderdale,FL,+1 954-923-7504,"850 NE 13th St A, Fort Lauderdale, FL 33304, United States",4.9,67,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Mr. Electric of Dallas Yes,https://www.mrelectricdallas.com/,mrelectricdallas.com,Dallas,TX,+1 469-634-0316,"8500 N Stemmons Fwy Suite #3024, Dallas, TX 75247, United States",4.8,1396,NO,"unrelated trade, no window signal",high,name + review keyword filter
North Face Exterior Yes,https://northfaceexterior.com/,northfaceexterior.com,Austin,TX,+1 512-893-8354,"8600 N FM 620 Ste.2845, Austin, TX 78726, United States",5,52,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Tint World Yes,http://www.tintworld.com/locations/tx/austin-043/,tintworld.com,Austin,TX,+1 512-593-5000,"8605 Burnet Rd STE 200, Austin, TX 78757, United States",4.8,665,NO,"Auto styling franchise: window tint, wraps, detailing, car audio",high,verified last run (web search)
PeakLine Siding Yes,https://peaklinesiding.repair/,peaklinesiding.repair,Austin,TX,+1 512-982-9819,"8605 Cureton Cove, Austin, TX 78747, United States",5,2,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Revive Film Solutions Yes,https://www.revivefilmsolutions.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2737260200148339736,revivefilmsolutions.com,Dallas,TX,+1 972-803-6048,"8607 Ambassador Row Ste 170a, Dallas, TX 75247, United States",5,4,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
ARS / Rescue Rooter Yes,https://www.ars.com/austin?utm_source=google&utm_medium=gbp&utm_campaign=local_seo&utm_content=gbp_website_click,ars.com,Austin,TX,+1 254-434-2444,"8619 Wall St Ste 600, Austin, TX 78754, United States",4.4,5192,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Eddy window tint Yes,,,Austin,TX,+1 512-804-6949,"8624 FM812, Austin, TX 78719, United States",5,5,NO,window tint/film only,high,name + review keyword filter
